onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.01	3.728	3.728	6.738	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	3.728	to_hand	poldrack-single-stim	s627	False
6.739	0.1	0.685	7.424	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.685	to_board	poldrack-single-stim	s627	False
7.425	0.1	0.665	8.09	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.665	to_hand	poldrack-single-stim	s627	False
8.09	0.1	0.554	8.644	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.554	to_board	poldrack-single-stim	s627	False
8.646	0.1	0.579	9.225	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.579	to_hand	poldrack-single-stim	s627	False
9.227	0.1	0.4	9.627	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.4	to_board	poldrack-single-stim	s627	False
9.632	1.0	2.5	9.631	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s627	False
12.134	3.759	3.759	15.893	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	3.759	to_hand	poldrack-single-stim	s627	False
15.894	0.1	1.01	16.904	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.01	to_board	poldrack-single-stim	s627	False
16.905	0.1	0.571	17.476	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.571	to_hand	poldrack-single-stim	s627	False
17.477	0.1	0.487	17.964	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.487	to_board	poldrack-single-stim	s627	False
17.966	0.1	0.816	18.782	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.816	to_hand	poldrack-single-stim	s627	False
18.784	0.1	0.473	19.257	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.473	to_board	poldrack-single-stim	s627	False
19.259	1.0	2.1	19.258	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s627	False
21.361	2.09	2.09	23.451	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	2.09	to_hand	poldrack-single-stim	s627	False
23.451	0.1	0.72	24.171	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.72	to_board	poldrack-single-stim	s627	False
24.173	0.1	0.527	24.7	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.527	to_hand	poldrack-single-stim	s627	False
24.701	0.1	0.411	25.112	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.411	to_board	poldrack-single-stim	s627	False
25.113	0.1	0.958	26.071	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.958	to_hand	poldrack-single-stim	s627	False
26.071	0.1	0.297	26.368	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.297	to_board	poldrack-single-stim	s627	False
26.37	1.0	2.2	26.369	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s627	False
28.572	1.931	1.931	30.503	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	1.931	to_hand	poldrack-single-stim	s627	False
30.506	0.1	0.775	31.281	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.775	to_board	poldrack-single-stim	s627	False
31.282	0.1	0.511	31.793	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.511	to_hand	poldrack-single-stim	s627	False
31.794	0.1	0.411	32.205	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.411	to_board	poldrack-single-stim	s627	False
32.208	0.1	0.485	32.693	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.485	to_hand	poldrack-single-stim	s627	False
32.693	0.1	0.275	32.968	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.275	to_board	poldrack-single-stim	s627	False
32.974	1.0	2.0	32.973	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s627	False
36.984	2.806	2.806	39.79	1	PA_with_intermediate	test	ward_and_allport	71	0.0	2.806	to_hand	poldrack-single-stim	s627	False
39.791	0.1	2.542	42.333	0	PA_with_intermediate	test	ward_and_allport	89	0.0	2.542	to_board	poldrack-single-stim	s627	False
42.335	0.1	0.714	43.049	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.714	to_hand	poldrack-single-stim	s627	False
43.05	0.1	0.612	43.662	0	PA_with_intermediate	test	ward_and_allport	82	0.0	0.612	to_board	poldrack-single-stim	s627	False
43.664	0.1	0.575	44.239	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.575	to_hand	poldrack-single-stim	s627	False
44.24	0.1	0.408	44.648	0	PA_with_intermediate	test	ward_and_allport	82	0.0	0.408	to_board	poldrack-single-stim	s627	False
44.653	1.0	2.408	44.652	0	PA_with_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s627	False
47.062	2.514	2.514	49.576	1	PA_without_intermediate	test	ward_and_allport	89	1.0	2.514	to_hand	poldrack-single-stim	s627	False
49.578	0.1	0.837	50.415	0	PA_without_intermediate	test	ward_and_allport	82	1.0	0.837	to_board	poldrack-single-stim	s627	False
50.418	0.1	0.536	50.954	0	PA_without_intermediate	test	ward_and_allport	89	1.0	0.536	to_hand	poldrack-single-stim	s627	False
50.956	0.1	0.549	51.505	0	PA_without_intermediate	test	ward_and_allport	82	1.0	0.549	to_board	poldrack-single-stim	s627	False
51.506	0.1	0.777	52.283	0	PA_without_intermediate	test	ward_and_allport	89	1.0	0.777	to_hand	poldrack-single-stim	s627	False
52.284	0.1	0.501	52.785	0	PA_without_intermediate	test	ward_and_allport	71	1.0	0.501	to_board	poldrack-single-stim	s627	False
52.79	1.0	2.68	52.789	0	PA_without_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s627	False
55.474	4.069	4.069	59.543	1	PA_with_intermediate	test	ward_and_allport	82	2.0	4.069	to_hand	poldrack-single-stim	s627	False
59.544	0.1	0.607	60.151	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.607	to_board	poldrack-single-stim	s627	False
60.152	0.1	0.939	61.091	0	PA_with_intermediate	test	ward_and_allport	82	2.0	0.939	to_hand	poldrack-single-stim	s627	False
61.092	0.1	0.578	61.67	0	PA_with_intermediate	test	ward_and_allport	89	2.0	0.578	to_board	poldrack-single-stim	s627	False
61.672	0.1	0.49	62.162	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.49	to_hand	poldrack-single-stim	s627	False
62.163	0.1	0.447	62.61	0	PA_with_intermediate	test	ward_and_allport	82	2.0	0.447	to_board	poldrack-single-stim	s627	False
62.614	1.0	4.72	62.613	0	PA_with_intermediate	test	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s627	False
67.336	2.772	2.772	70.108	1	PA_without_intermediate	test	ward_and_allport	71	3.0	2.772	to_hand	poldrack-single-stim	s627	False
70.108	0.1	0.445	70.553	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.445	to_board	poldrack-single-stim	s627	False
70.555	0.1	0.474	71.029	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.474	to_hand	poldrack-single-stim	s627	False
71.03	0.1	0.502	71.532	0	PA_without_intermediate	test	ward_and_allport	82	3.0	0.502	to_board	poldrack-single-stim	s627	False
71.534	0.1	0.405	71.939	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.405	to_hand	poldrack-single-stim	s627	False
