onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.011	3.982	5.795	4.0	survey_medley	reverse	66,89,71,82,77	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	4.784	grit	Q06	s597	False
12.326	3.982	15.929	3.0	survey_medley	reverse	66,89,71,82,77	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	3.603	grit	Q01	s597	False
21.942	3.982	24.537	2.0	survey_medley	reverse	66,89,71,82,77	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	2.595	brief	Q13	s597	False
31.153	3.982	33.979	4.0	survey_medley	forward	66,89,71,82,77	I am good at resisting temptation.	66,89,71,82,77	2.826	brief	Q09	s597	False
40.704	3.982	43.755	4.0	survey_medley	reverse	66,89,71,82,77	I often act without thinking through all the alternatives.	66,89,71,82,77	3.051	brief	Q21	s597	False
50.184	3.982	52.927	4.0	survey_medley	forward	66,89,71,82,77	I am a hard worker.	66,89,71,82,77	2.743	grit	Q04	s597	False
59.392	3.982	62.164	5.0	survey_medley	forward	66,89,71,82,77	There is plenty of time left in my life to make new plans.	66,89,71,82,77	2.772	future_time	Q28	s597	False
69.485	3.982	73.126	4.0	survey_medley	reverse	66,89,71,82,77	I have the sense that time is running out.	66,89,71,82,77	3.641	future_time	Q29	s597	False
80.393	3.982	83.8	3.0	survey_medley	reverse	66,89,71,82,77	I have a hard time breaking bad habits.	66,89,71,82,77	3.407	brief	Q10	s597	False
90.28	3.982	92.851	2.0	survey_medley	forward	66,89	Do you sometimes like doing things that are a bit frightening?	66,89,71,82,77	2.571	impulsive_venture	Q39	s597	False
99.42	3.982	104.314	3.0	survey_medley	forward	66,89,71,82,77	I finish whatever I begin.	66,89,71,82,77	4.894	grit	Q07	s597	False
109.786	3.982	114.49	3.0	survey_medley	forward	66,89,71,82,77	Setbacks don't discourage me.	66,89,71,82,77	4.704	grit	Q02	s597	False
119.468	3.982	123.506	2.0	survey_medley	forward	66,89,71,82,77	People would say that I have iron self-discipline.	66,89,71,82,77	4.038	brief	Q16	s597	False
129.629	3.982	134.864	2.0	survey_medley	forward	66,89,71,82	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82,77	5.235	upps	Q36	s597	False
138.836	3.982	143.224	5.0	survey_medley	forward	66,89,71,82,77	I am able to work effectively toward long-term goals.	66,89,71,82,77	4.388	brief	Q19	s597	False
150.018	3.982	155.091	3.0	survey_medley	reverse	66,89,71,82,77	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	5.073	brief	Q20	s597	False
159.293	3.982	163.175	2.0	survey_medley	reverse	66,89,71,82,77	As I get older, I begin to experience time as limited.	66,89,71,82,77	3.882	future_time	Q31	s597	False
168.906	3.982	173.831	2.0	survey_medley	forward	66,89,71,82	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82,77	4.925	upps	Q33	s597	False
177.98	3.982	183.808	3.0	survey_medley	reverse	66,89,71,82,77	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	5.828	brief	Q17	s597	False
186.981	3.982	189.663	4.0	survey_medley	forward	66,89,71,82,77	I am diligent.	66,89,71,82,77	2.682	grit	Q08	s597	False
201.291	3.982	206.435	1.0	survey_medley	forward	66,89,71,82	I tend to act without thinking when I am really excited.	66,89,71,82,77	5.144	upps	Q37	s597	False
210.365	3.982	213.842	3.0	survey_medley	reverse	66,89,71,82,77	I say inappropriate things.	66,89,71,82,77	3.477	brief	Q12	s597	False
220.663	3.982	222.993	5.0	survey_medley	forward	66,89,71,82,77	My future is filled with possibilities.	66,89,71,82,77	2.33	future_time	Q24	s597	False
232.455	3.982	236.693	4.0	survey_medley	reverse	66,89,71,82,77	I have trouble concentrating.	66,89,71,82,77	4.238	brief	Q18	s597	False
241.66	3.982	244.956	2.0	survey_medley	forward	66,89	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89,71,82,77	3.296	impulsive_venture	Q38	s597	False
251.142	3.982	254.836	5.0	survey_medley	forward	66,89,71,82,77	I expect that I will set many new goals in the future.	66,89,71,82,77	3.694	future_time	Q23	s597	False
261.1	3.982	263.097	5.0	survey_medley	reverse	66,89,71,82,77	There are only limited possibilities in my future.	66,89,71,82,77	1.997	future_time	Q30	s597	False
272.962	3.982	277.875	2.0	survey_medley	reverse	66,89,71,82,77	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	4.913	grit	Q03	s597	False
282.172	3.982	284.194	5.0	survey_medley	forward	66,89,71,82,77	I could do anything I want in the future.	66,89,71,82,77	2.022	future_time	Q27	s597	False
293.694	3.982	299.296	2.0	survey_medley	forward	66,89,71,82	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82,77	5.602	upps	Q35	s597	False
302.699	3.982	304.999	5.0	survey_medley	forward	66,89,71,82,77	Most of my life lies ahead of me.	66,89,71,82,77	2.3	future_time	Q25	s597	False
311.841	3.982	313.774	1.0	survey_medley	reverse	66,89,71,82,77	I am lazy.	66,89,71,82,77	1.933	brief	Q11	s597	False
321.457	3.982	324.931	4.0	survey_medley	forward	66,89,71,82,77	I refuse things that are bad for me.	66,89,71,82,77	3.474	brief	Q14	s597	False
331.073	3.982	332.657	5.0	survey_medley	forward	66,89,71,82,77	Many opportunities await me in the future.	66,89,71,82,77	1.584	future_time	Q22	s597	False
