onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.007	3.982	3.843	3.0	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	2.836	brief	Q14	s594	False
10.145	3.982	12.381	2.0	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	2.236	brief	Q10	s594	False
19.761	3.982	22.663	4.0	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	2.902	brief	Q18	s594	False
29.375	3.982	31.616	2.0	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	2.241	brief	Q12	s594	False
39.672	3.982	43.044	4.0	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	3.372	future_time	Q27	s594	False
49.762	3.982	55.853	2.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82	6.091	upps	Q32	s594	False
58.834	3.982	62.599	3.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	3.765	grit	Q06	s594	False
68.994	3.982	70.316	4.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	1.322	grit	Q04	s594	False
78.885	3.982	82.116	2.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	3.231	grit	Q01	s594	False
88.567	3.982	92.832	3.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	4.265	brief	Q21	s594	False
98.112	3.982	101.393	4.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	3.281	grit	Q05	s594	False
109.428	3.982	111.045	5.0	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	1.617	future_time	Q22	s594	False
119.042	3.982	122.149	3.0	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	3.107	future_time	Q26	s594	False
128.249	3.982	130.253	5.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	2.004	future_time	Q28	s594	False
137.794	3.982	139.195	4.0	survey_medley	reverse	I am lazy.	66,89,71,82,77	1.401	brief	Q11	s594	False
147.272	3.982	149.466	4.0	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	2.194	grit	Q02	s594	False
156.478	3.982	159.218	4.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	2.74	upps	Q36	s594	False
166.57	3.982	170.976	2.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66,89	4.406	impulsive_venture	Q39	s594	False
