onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.013	4.709	4.709	7.722	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	4.709	to_hand	poldrack-single-stim	s582	False
7.724	0.1	0.45	8.174	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.45	to_board	poldrack-single-stim	s582	False
8.176	0.1	0.623	8.799	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.623	to_hand	poldrack-single-stim	s582	False
8.801	0.1	0.454	9.255	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.454	to_board	poldrack-single-stim	s582	False
9.256	0.1	0.498	9.754	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.498	to_hand	poldrack-single-stim	s582	False
9.755	0.1	0.375	10.13	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.375	to_board	poldrack-single-stim	s582	False
10.133	1.0	2.5	10.132	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s582	False
12.636	4.785	4.785	17.421	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	4.785	to_hand	poldrack-single-stim	s582	False
17.423	0.1	0.392	17.815	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.392	to_board	poldrack-single-stim	s582	False
17.816	0.1	0.488	18.304	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.488	to_hand	poldrack-single-stim	s582	False
18.306	0.1	0.414	18.72	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.414	to_board	poldrack-single-stim	s582	False
18.722	0.1	0.593	19.315	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.593	to_hand	poldrack-single-stim	s582	False
19.317	0.1	0.385	19.702	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.385	to_board	poldrack-single-stim	s582	False
19.706	1.0	2.1	19.705	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s582	False
21.807	3.212	3.212	25.019	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	3.212	to_hand	poldrack-single-stim	s582	False
25.02	0.1	0.51	25.53	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.51	to_board	poldrack-single-stim	s582	False
25.532	0.1	1.665	27.197	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.665	to_hand	poldrack-single-stim	s582	False
27.198	0.1	0.473	27.671	0	UA_without_intermediate	practice	ward_and_allport	82	2.0	0.473	to_board	poldrack-single-stim	s582	False
27.675	0.1	0.858	28.533	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.858	to_hand	poldrack-single-stim	s582	False
28.534	0.1	0.347	28.881	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.347	to_board	poldrack-single-stim	s582	False
28.883	0.1	1.5	30.383	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	1.5	to_hand	poldrack-single-stim	s582	False
30.384	0.1	1.333	31.717	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.333	to_board	poldrack-single-stim	s582	False
31.718	0.1	0.54	32.258	0	UA_without_intermediate	practice	ward_and_allport	82	2.0	0.54	to_hand	poldrack-single-stim	s582	False
32.26	0.1	0.817	33.077	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.817	to_board	poldrack-single-stim	s582	False
33.079	0.1	0.45	33.529	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.45	to_hand	poldrack-single-stim	s582	False
33.53	0.1	0.332	33.862	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.332	to_board	poldrack-single-stim	s582	False
33.864	1.0	2.2	33.863	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s582	False
36.067	1.868	1.868	37.935	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	1.868	to_hand	poldrack-single-stim	s582	False
37.936	0.1	0.571	38.507	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.571	to_board	poldrack-single-stim	s582	False
38.51	0.1	0.436	38.946	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.436	to_hand	poldrack-single-stim	s582	False
38.947	0.1	0.557	39.504	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.557	to_board	poldrack-single-stim	s582	False
39.506	0.1	0.418	39.924	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.418	to_hand	poldrack-single-stim	s582	False
39.925	0.1	0.424	40.349	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.424	to_board	poldrack-single-stim	s582	False
40.352	1.0	2.0	40.351	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s582	False
44.358	3.716	3.716	48.074	1	PA_with_intermediate	test	ward_and_allport	82	0.0	3.716	to_hand	poldrack-single-stim	s582	False
48.075	0.1	0.464	48.539	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.464	to_board	poldrack-single-stim	s582	False
48.543	0.1	0.979	49.522	0	PA_with_intermediate	test	ward_and_allport	82	0.0	0.979	to_hand	poldrack-single-stim	s582	False
49.523	0.1	0.367	49.89	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.367	to_board	poldrack-single-stim	s582	False
49.893	0.1	0.48	50.373	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.48	to_hand	poldrack-single-stim	s582	False
50.375	0.1	0.38	50.755	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.38	to_board	poldrack-single-stim	s582	False
50.762	1.0	4.176	50.761	0	PA_with_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s582	False
54.941	2.428	2.428	57.369	1	PA_with_intermediate	test	ward_and_allport	71	1.0	2.428	to_hand	poldrack-single-stim	s582	False
57.37	0.1	0.45	57.82	0	PA_with_intermediate	test	ward_and_allport	82	1.0	0.45	to_board	poldrack-single-stim	s582	False
57.822	0.1	0.414	58.236	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.414	to_hand	poldrack-single-stim	s582	False
58.238	0.1	0.378	58.616	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.378	to_board	poldrack-single-stim	s582	False
58.617	0.1	0.572	59.189	0	PA_with_intermediate	test	ward_and_allport	82	1.0	0.572	to_hand	poldrack-single-stim	s582	False
59.191	0.1	0.402	59.593	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.402	to_board	poldrack-single-stim	s582	False
59.6	1.0	3.36	59.599	0	PA_with_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s582	False
62.963	3.753	3.753	66.716	1	PA_with_intermediate	test	ward_and_allport	82	2.0	3.753	to_hand	poldrack-single-stim	s582	False
66.717	0.1	0.393	67.11	0	PA_with_intermediate	test	ward_and_allport	89	2.0	0.393	to_board	poldrack-single-stim	s582	False
67.113	0.1	1.008	68.121	0	PA_with_intermediate	test	ward_and_allport	82	2.0	1.008	to_hand	poldrack-single-stim	s582	False
68.122	0.1	0.393	68.515	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.393	to_board	poldrack-single-stim	s582	False
68.518	0.1	0.398	68.916	0	PA_with_intermediate	test	ward_and_allport	89	2.0	0.398	to_hand	poldrack-single-stim	s582	False
68.917	0.1	0.329	69.246	0	PA_with_intermediate	test	ward_and_allport	82	2.0	0.329	to_board	poldrack-single-stim	s582	False
69.249	1.0	2.0	69.248	0	PA_with_intermediate	test	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s582	False
71.252	3.077	3.077	74.329	1	PA_without_intermediate	test	ward_and_allport	82	3.0	3.077	to_hand	poldrack-single-stim	s582	False
74.331	0.1	0.346	74.677	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.346	to_board	poldrack-single-stim	s582	False
74.68	0.1	0.541	75.221	0	PA_without_intermediate	test	ward_and_allport	82	3.0	0.541	to_hand	poldrack-single-stim	s582	False
75.223	0.1	0.366	75.589	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.366	to_board	poldrack-single-stim	s582	False
75.592	0.1	0.773	76.365	0	PA_without_intermediate	test	ward_and_allport	82	3.0	0.773	to_hand	poldrack-single-stim	s582	False
76.366	0.1	0.451	76.817	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.451	to_board	poldrack-single-stim	s582	False
76.824	1.0	2.408	76.823	0	PA_without_intermediate	test	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s582	False
79.235	2.684	2.684	81.919	1	PA_with_intermediate	test	ward_and_allport	89	4.0	2.684	to_hand	poldrack-single-stim	s582	False
81.92	0.1	0.36	82.28	0	PA_with_intermediate	test	ward_and_allport	82	4.0	0.36	to_board	poldrack-single-stim	s582	False
82.285	0.1	0.534	82.819	0	PA_with_intermediate	test	ward_and_allport	89	4.0	0.534	to_hand	poldrack-single-stim	s582	False
82.821	0.1	0.367	83.188	0	PA_with_intermediate	test	ward_and_allport	71	4.0	0.367	to_board	poldrack-single-stim	s582	False
83.192	0.1	0.49	83.682	0	PA_with_intermediate	test	ward_and_allport	82	4.0	0.49	to_hand	poldrack-single-stim	s582	False
83.684	0.1	0.379	84.063	0	PA_with_intermediate	test	ward_and_allport	89	4.0	0.379	to_board	poldrack-single-stim	s582	False
84.07	1.0	2.816	84.069	0	PA_with_intermediate	test	ward_and_allport	-1	4.0	n/a	feedback	poldrack-single-stim	s582	False
86.889	2.47	2.47	89.359	1	PA_without_intermediate	test	ward_and_allport	71	5.0	2.47	to_hand	poldrack-single-stim	s582	False
89.36	0.1	0.397	89.757	0	PA_without_intermediate	test	ward_and_allport	89	5.0	0.397	to_board	poldrack-single-stim	s582	False
89.762	0.1	0.637	90.399	0	PA_without_intermediate	test	ward_and_allport	71	5.0	0.637	to_hand	poldrack-single-stim	s582	False
90.4	0.1	0.306	90.706	0	PA_without_intermediate	test	ward_and_allport	89	5.0	0.306	to_board	poldrack-single-stim	s582	False
90.708	0.1	0.466	91.174	0	PA_without_intermediate	test	ward_and_allport	71	5.0	0.466	to_hand	poldrack-single-stim	s582	False
91.175	0.1	0.283	91.458	0	PA_without_intermediate	test	ward_and_allport	82	5.0	0.283	to_board	poldrack-single-stim	s582	False
91.463	1.0	3.088	91.462	0	PA_without_intermediate	test	ward_and_allport	-1	5.0	n/a	feedback	poldrack-single-stim	s582	False
94.554	2.982	2.982	97.536	1	PA_without_intermediate	test	ward_and_allport	82	6.0	2.982	to_hand	poldrack-single-stim	s582	False
97.537	0.1	0.347	97.884	0	PA_without_intermediate	test	ward_and_allport	71	6.0	0.347	to_board	poldrack-single-stim	s582	False
97.888	0.1	0.672	98.56	0	PA_without_intermediate	test	ward_and_allport	82	6.0	0.672	to_hand	poldrack-single-stim	s582	False
98.561	0.1	0.269	98.83	0	PA_without_intermediate	test	ward_and_allport	89	6.0	0.269	to_board	poldrack-single-stim	s582	False
98.833	0.1	1.748	100.581	0	PA_without_intermediate	test	ward_and_allport	82	6.0	1.748	to_hand	poldrack-single-stim	s582	False
100.583	0.1	0.452	101.035	0	PA_without_intermediate	test	ward_and_allport	71	6.0	0.452	to_board	poldrack-single-stim	s582	False
101.039	1.0	2.136	101.038	0	PA_without_intermediate	test	ward_and_allport	-1	6.0	n/a	feedback	poldrack-single-stim	s582	False
103.179	2.564	2.564	105.743	1	PA_without_intermediate	test	ward_and_allport	82	7.0	2.564	to_hand	poldrack-single-stim	s582	False
105.744	0.1	0.385	106.129	0	PA_without_intermediate	test	ward_and_allport	71	7.0	0.385	to_board	poldrack-single-stim	s582	False
106.134	0.1	0.673	106.807	0	PA_without_intermediate	test	ward_and_allport	82	7.0	0.673	to_hand	poldrack-single-stim	s582	False
106.808	0.1	0.368	107.176	0	PA_without_intermediate	test	ward_and_allport	89	7.0	0.368	to_board	poldrack-single-stim	s582	False
107.18	0.1	1.065	108.245	0	PA_without_intermediate	test	ward_and_allport	82	7.0	1.065	to_hand	poldrack-single-stim	s582	False
108.247	0.1	0.252	108.499	0	PA_without_intermediate	test	ward_and_allport	71	7.0	0.252	to_board	poldrack-single-stim	s582	False
108.506	1.0	7.168	108.505	0	PA_without_intermediate	test	ward_and_allport	-1	7.0	n/a	feedback	poldrack-single-stim	s582	False
115.679	1.719	1.719	117.398	1	PA_without_intermediate	test	ward_and_allport	71	8.0	1.719	to_hand	poldrack-single-stim	s582	False
117.399	0.1	0.439	117.838	0	PA_without_intermediate	test	ward_and_allport	82	8.0	0.439	to_board	poldrack-single-stim	s582	False
117.841	0.1	0.794	118.635	0	PA_without_intermediate	test	ward_and_allport	71	8.0	0.794	to_hand	poldrack-single-stim	s582	False
118.637	0.1	0.367	119.004	0	PA_without_intermediate	test	ward_and_allport	82	8.0	0.367	to_board	poldrack-single-stim	s582	False
119.008	0.1	0.494	119.502	0	PA_without_intermediate	test	ward_and_allport	71	8.0	0.494	to_hand	poldrack-single-stim	s582	False
119.504	0.1	0.264	119.768	0	PA_without_intermediate	test	ward_and_allport	89	8.0	0.264	to_board	poldrack-single-stim	s582	False
119.776	1.0	2.816	119.775	0	PA_without_intermediate	test	ward_and_allport	-1	8.0	n/a	feedback	poldrack-single-stim	s582	False
122.595	2.627	2.627	125.222	1	PA_with_intermediate	test	ward_and_allport	89	9.0	2.627	to_hand	poldrack-single-stim	s582	False
125.224	0.1	0.282	125.506	0	PA_with_intermediate	test	ward_and_allport	82	9.0	0.282	to_board	poldrack-single-stim	s582	False
125.51	0.1	0.313	125.823	0	PA_with_intermediate	test	ward_and_allport	89	9.0	0.313	to_hand	poldrack-single-stim	s582	False
125.825	0.1	0.728	126.553	0	PA_with_intermediate	test	ward_and_allport	71	9.0	0.728	to_board	poldrack-single-stim	s582	False
126.557	0.1	0.456	127.013	0	PA_with_intermediate	test	ward_and_allport	82	9.0	0.456	to_hand	poldrack-single-stim	s582	False
127.015	0.1	0.286	127.301	0	PA_with_intermediate	test	ward_and_allport	71	9.0	0.286	to_board	poldrack-single-stim	s582	False
127.305	1.0	2.952	127.304	0	PA_with_intermediate	test	ward_and_allport	-1	9.0	n/a	feedback	poldrack-single-stim	s582	False
130.264	2.383	2.383	132.647	1	PA_with_intermediate	test	ward_and_allport	82	10.0	2.383	to_hand	poldrack-single-stim	s582	False
132.648	0.1	0.283	132.931	0	PA_with_intermediate	test	ward_and_allport	71	10.0	0.283	to_board	poldrack-single-stim	s582	False
132.936	0.1	0.348	133.284	0	PA_with_intermediate	test	ward_and_allport	82	10.0	0.348	to_hand	poldrack-single-stim	s582	False
133.287	0.1	0.3	133.587	0	PA_with_intermediate	test	ward_and_allport	89	10.0	0.3	to_board	poldrack-single-stim	s582	False
133.593	0.1	0.704	134.297	0	PA_with_intermediate	test	ward_and_allport	71	10.0	0.704	to_hand	poldrack-single-stim	s582	False
134.298	0.1	0.226	134.524	0	PA_with_intermediate	test	ward_and_allport	89	10.0	0.226	to_board	poldrack-single-stim	s582	False
134.529	1.0	2.136	134.528	0	PA_with_intermediate	test	ward_and_allport	-1	10.0	n/a	feedback	poldrack-single-stim	s582	False
136.671	1.37	1.37	138.041	1	PA_without_intermediate	test	ward_and_allport	82	11.0	1.37	to_hand	poldrack-single-stim	s582	False
138.043	0.1	0.422	138.465	0	PA_without_intermediate	test	ward_and_allport	89	11.0	0.422	to_board	poldrack-single-stim	s582	False
138.469	0.1	0.501	138.97	0	PA_without_intermediate	test	ward_and_allport	82	11.0	0.501	to_hand	poldrack-single-stim	s582	False
138.972	0.1	0.324	139.296	0	PA_without_intermediate	test	ward_and_allport	71	11.0	0.324	to_board	poldrack-single-stim	s582	False
139.302	0.1	0.507	139.809	0	PA_without_intermediate	test	ward_and_allport	82	11.0	0.507	to_hand	poldrack-single-stim	s582	False
139.811	0.1	0.266	140.077	0	PA_without_intermediate	test	ward_and_allport	89	11.0	0.266	to_board	poldrack-single-stim	s582	False
140.085	1.0	2.68	140.084	0	PA_without_intermediate	test	ward_and_allport	-1	11.0	n/a	feedback	poldrack-single-stim	s582	False
142.77	2.85	2.85	145.62	1	PA_without_intermediate	test	ward_and_allport	82	12.0	2.85	to_hand	poldrack-single-stim	s582	False
145.622	0.1	0.322	145.944	0	PA_without_intermediate	test	ward_and_allport	89	12.0	0.322	to_board	poldrack-single-stim	s582	False
145.95	0.1	0.314	146.264	0	PA_without_intermediate	test	ward_and_allport	82	12.0	0.314	to_hand	poldrack-single-stim	s582	False
146.266	0.1	0.323	146.589	0	PA_without_intermediate	test	ward_and_allport	89	12.0	0.323	to_board	poldrack-single-stim	s582	False
146.596	0.1	0.306	146.902	0	PA_without_intermediate	test	ward_and_allport	82	12.0	0.306	to_hand	poldrack-single-stim	s582	False
146.904	0.1	0.249	147.153	0	PA_without_intermediate	test	ward_and_allport	71	12.0	0.249	to_board	poldrack-single-stim	s582	False
147.163	1.0	3.088	147.162	0	PA_without_intermediate	test	ward_and_allport	-1	12.0	n/a	feedback	poldrack-single-stim	s582	False
150.255	2.367	2.367	152.622	1	PA_with_intermediate	test	ward_and_allport	82	13.0	2.367	to_hand	poldrack-single-stim	s582	False
