onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.006	3.982	5.606	4.0	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	4.6	brief	Q14	s568	False
10.146	3.982	13.556	4.0	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	3.41	brief	Q10	s568	False
19.761	3.982	23.582	4.0	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	3.821	brief	Q18	s568	False
29.376	3.982	31.998	3.0	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	2.622	brief	Q12	s568	False
39.671	3.982	41.949	5.0	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	2.278	future_time	Q27	s568	False
49.762	3.982	57.438	2.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82	7.676	upps	Q32	s568	False
58.835	3.982	67.008	5.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	8.173	grit	Q06	s568	False
68.995	3.982	71.905	5.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	2.91	grit	Q04	s568	False
78.885	3.982	86.084	3.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	7.199	grit	Q01	s568	False
88.567	3.982	95.045	3.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	6.478	brief	Q21	s568	False
98.112	3.982	104.519	4.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	6.407	grit	Q05	s568	False
109.429	3.982	112.538	5.0	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	3.109	future_time	Q22	s568	False
119.042	3.982	122.223	5.0	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	3.181	future_time	Q26	s568	False
128.249	3.982	132.429	5.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	4.18	future_time	Q28	s568	False
137.795	3.982	142.521	4.0	survey_medley	reverse	I am lazy.	66,89,71,82,77	4.726	brief	Q11	s568	False
147.273	3.982	151.013	3.0	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	3.74	grit	Q02	s568	False
156.48	3.982	165.537	3.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	9.057	upps	Q36	s568	False
164.957	3.982	167.427	2.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66,89	2.47	impulsive_venture	Q39	s568	False
175.863	3.982	180.069	3.0	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	4.206	brief	Q09	s568	False
185.748	3.982	191.01	2.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	5.262	brief	Q13	s568	False
194.889	3.982	200.005	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	5.116	brief	Q19	s568	False
205.254	3.982	210.119	2.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.865	brief	Q17	s568	False
214.936	3.982	220.218	1.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	5.282	upps	Q33	s568	False
225.096	3.982	230.357	4.0	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	5.261	future_time	Q30	s568	False
234.303	3.982	238.273	3.0	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	3.97	grit	Q07	s568	False
245.482	3.982	249.285	5.0	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	3.803	future_time	Q25	s568	False
254.758	3.982	259.805	4.0	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	5.047	brief	Q16	s568	False
264.375	3.982	269.828	3.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	5.453	brief	Q20	s568	False
