onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.017	4.186	4.186	7.203	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	4.186	to_hand	poldrack-single-stim	s579	False
7.204	0.1	1.468	8.672	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.468	to_board	poldrack-single-stim	s579	False
8.673	0.1	0.483	9.156	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.483	to_hand	poldrack-single-stim	s579	False
9.157	0.1	0.493	9.65	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.493	to_board	poldrack-single-stim	s579	False
9.651	0.1	1.466	11.117	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.466	to_hand	poldrack-single-stim	s579	False
11.118	0.1	0.695	11.813	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.695	to_board	poldrack-single-stim	s579	False
11.818	1.0	2.5	11.817	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s579	False
14.321	3.404	3.404	17.725	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	3.404	to_hand	poldrack-single-stim	s579	False
17.726	0.1	0.754	18.48	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.754	to_board	poldrack-single-stim	s579	False
18.48	0.1	1.051	19.531	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	1.051	to_hand	poldrack-single-stim	s579	False
19.533	0.1	0.456	19.989	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.456	to_board	poldrack-single-stim	s579	False
19.991	0.1	0.826	20.817	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.826	to_hand	poldrack-single-stim	s579	False
20.818	0.1	0.398	21.216	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.398	to_board	poldrack-single-stim	s579	False
21.221	1.0	2.1	21.22	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s579	False
23.322	2.528	2.528	25.85	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	2.528	to_hand	poldrack-single-stim	s579	False
25.852	0.1	0.497	26.349	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.497	to_board	poldrack-single-stim	s579	False
26.351	0.1	1.479	27.83	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.479	to_hand	poldrack-single-stim	s579	False
27.831	0.1	0.522	28.353	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.522	to_board	poldrack-single-stim	s579	False
28.355	0.1	0.772	29.127	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.772	to_hand	poldrack-single-stim	s579	False
29.127	0.1	0.363	29.49	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.363	to_board	poldrack-single-stim	s579	False
29.495	1.0	2.2	29.494	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s579	False
31.696	2.982	2.982	34.678	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	2.982	to_hand	poldrack-single-stim	s579	False
34.68	0.1	0.381	35.061	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.381	to_board	poldrack-single-stim	s579	False
35.063	0.1	0.494	35.557	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.494	to_hand	poldrack-single-stim	s579	False
35.558	0.1	0.517	36.075	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.517	to_board	poldrack-single-stim	s579	False
36.076	0.1	0.543	36.619	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.543	to_hand	poldrack-single-stim	s579	False
36.62	0.1	0.341	36.961	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.341	to_board	poldrack-single-stim	s579	False
36.964	1.0	2.0	36.963	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s579	False
40.97	6.582	6.582	47.552	1	PA_with_intermediate	test	ward_and_allport	82	0.0	6.582	to_hand	poldrack-single-stim	s579	False
47.553	0.1	0.788	48.341	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.788	to_board	poldrack-single-stim	s579	False
