onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.007	3.982	5.289	5.0	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	4.282	brief	Q14	s601	False
10.147	3.982	14.796	2.0	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	4.649	brief	Q10	s601	False
19.763	3.982	22.67	4.0	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	2.907	brief	Q18	s601	False
29.377	3.982	33.065	4.0	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	3.688	brief	Q12	s601	False
39.672	3.982	43.681	3.0	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	4.009	future_time	Q27	s601	False
49.764	3.982	49.763	0.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66,89,71,82	n/a	upps	Q32	s601	True
58.836	3.982	63.816	3.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	4.98	grit	Q06	s601	False
68.995	3.982	70.982	5.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	1.987	grit	Q04	s601	False
78.881	3.982	82.533	2.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	3.652	grit	Q01	s601	False
88.564	3.982	91.462	3.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	2.898	brief	Q21	s601	False
98.113	3.982	102.097	2.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	3.984	grit	Q05	s601	False
109.43	3.982	111.525	4.0	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	2.095	future_time	Q22	s601	False
119.043	3.982	121.124	4.0	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	2.081	future_time	Q26	s601	False
128.252	3.982	131.193	4.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	2.941	future_time	Q28	s601	False
137.801	3.982	139.332	4.0	survey_medley	reverse	I am lazy.	66,89,71,82,77	1.531	brief	Q11	s601	False
147.279	3.982	150.373	3.0	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	3.094	grit	Q02	s601	False
156.486	3.982	163.011	4.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	6.525	upps	Q36	s601	False
166.575	3.982	166.574	0.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66,89	n/a	impulsive_venture	Q39	s601	True
177.485	3.982	180.316	2.0	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	2.831	brief	Q09	s601	False
187.374	3.982	191.069	4.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.695	brief	Q13	s601	False
196.513	3.982	199.923	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	3.41	brief	Q19	s601	False
206.879	3.982	211.219	4.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.34	brief	Q17	s601	False
216.563	3.982	222.101	3.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	5.538	upps	Q33	s601	False
