onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.012	2.048	2.048	5.06	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	2.048	to_hand	poldrack-single-stim	s144	False
5.061	0.1	0.283	5.344	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.283	to_board	poldrack-single-stim	s144	False
5.346	0.1	0.283	5.629	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.283	to_hand	poldrack-single-stim	s144	False
5.63	0.1	0.227	5.857	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.227	to_board	poldrack-single-stim	s144	False
5.858	0.1	0.305	6.163	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.305	to_hand	poldrack-single-stim	s144	False
6.164	0.1	0.171	6.335	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.171	to_board	poldrack-single-stim	s144	False
6.339	1.0	2.5	6.338	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s144	False
8.842	2.182	2.182	11.024	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	2.182	to_hand	poldrack-single-stim	s144	False
11.024	0.1	0.183	11.207	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.183	to_board	poldrack-single-stim	s144	False
11.209	0.1	0.266	11.475	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.266	to_hand	poldrack-single-stim	s144	False
11.476	0.1	0.173	11.649	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.173	to_board	poldrack-single-stim	s144	False
11.65	0.1	0.503	12.153	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.503	to_hand	poldrack-single-stim	s144	False
12.154	0.1	0.116	12.27	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.116	to_board	poldrack-single-stim	s144	False
12.273	1.0	2.1	12.272	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s144	False
14.375	1.543	1.543	15.918	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	1.543	to_hand	poldrack-single-stim	s144	False
15.918	0.1	0.189	16.107	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.189	to_board	poldrack-single-stim	s144	False
16.108	0.1	0.378	16.486	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.378	to_hand	poldrack-single-stim	s144	False
16.487	0.1	0.138	16.625	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.138	to_board	poldrack-single-stim	s144	False
16.627	0.1	0.52	17.147	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.52	to_hand	poldrack-single-stim	s144	False
17.148	0.1	0.108	17.256	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.108	to_board	poldrack-single-stim	s144	False
17.259	1.0	2.2	17.258	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s144	False
19.461	1.826	1.826	21.287	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	1.826	to_hand	poldrack-single-stim	s144	False
21.288	0.1	0.164	21.452	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.164	to_board	poldrack-single-stim	s144	False
21.454	0.1	0.175	21.629	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.175	to_hand	poldrack-single-stim	s144	False
21.63	0.1	0.101	21.731	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.101	to_board	poldrack-single-stim	s144	False
21.732	0.1	0.171	21.903	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.171	to_hand	poldrack-single-stim	s144	False
21.905	0.1	0.608	22.513	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.608	to_board	poldrack-single-stim	s144	False
22.52	1.0	2.0	22.519	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s144	False
26.525	1.799	1.799	28.324	1	PA_with_intermediate	test	ward_and_allport	71	0.0	1.799	to_hand	poldrack-single-stim	s144	False
28.325	0.1	0.176	28.501	0	PA_with_intermediate	test	ward_and_allport	82	0.0	0.176	to_board	poldrack-single-stim	s144	False
28.502	0.1	0.357	28.859	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.357	to_hand	poldrack-single-stim	s144	False
28.86	0.1	0.151	29.011	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.151	to_board	poldrack-single-stim	s144	False
29.012	0.1	0.266	29.278	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.266	to_hand	poldrack-single-stim	s144	False
29.279	0.1	0.653	29.932	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.653	to_board	poldrack-single-stim	s144	False
29.934	0.1	0.281	30.215	0	PA_with_intermediate	test	ward_and_allport	82	0.0	0.281	to_hand	poldrack-single-stim	s144	False
30.216	0.1	0.179	30.395	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.179	to_board	poldrack-single-stim	s144	False
30.4	1.0	2.408	30.399	0	PA_with_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s144	False
32.81	2.04	2.04	34.85	1	PA_without_intermediate	test	ward_and_allport	89	1.0	2.04	to_hand	poldrack-single-stim	s144	False
34.852	0.1	0.222	35.074	0	PA_without_intermediate	test	ward_and_allport	82	1.0	0.222	to_board	poldrack-single-stim	s144	False
35.076	0.1	0.42	35.496	0	PA_without_intermediate	test	ward_and_allport	89	1.0	0.42	to_hand	poldrack-single-stim	s144	False
35.498	0.1	0.249	35.747	0	PA_without_intermediate	test	ward_and_allport	82	1.0	0.249	to_board	poldrack-single-stim	s144	False
35.749	0.1	0.882	36.631	0	PA_without_intermediate	test	ward_and_allport	89	1.0	0.882	to_hand	poldrack-single-stim	s144	False
36.633	0.1	0.245	36.878	0	PA_without_intermediate	test	ward_and_allport	71	1.0	0.245	to_board	poldrack-single-stim	s144	False
36.88	1.0	2.68	36.879	0	PA_without_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s144	False
39.564	1.709	1.709	41.273	1	PA_with_intermediate	test	ward_and_allport	82	2.0	1.709	to_hand	poldrack-single-stim	s144	False
41.273	0.1	0.227	41.5	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.227	to_board	poldrack-single-stim	s144	False
41.502	0.1	0.333	41.835	0	PA_with_intermediate	test	ward_and_allport	82	2.0	0.333	to_hand	poldrack-single-stim	s144	False
41.836	0.1	0.201	42.037	0	PA_with_intermediate	test	ward_and_allport	89	2.0	0.201	to_board	poldrack-single-stim	s144	False
42.04	0.1	0.492	42.532	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.492	to_hand	poldrack-single-stim	s144	False
42.533	0.1	0.326	42.859	0	PA_with_intermediate	test	ward_and_allport	82	2.0	0.326	to_board	poldrack-single-stim	s144	False
42.862	1.0	4.72	42.861	0	PA_with_intermediate	test	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s144	False
47.585	3.091	3.091	50.676	1	PA_without_intermediate	test	ward_and_allport	89	3.0	3.091	to_hand	poldrack-single-stim	s144	False
50.676	0.1	0.231	50.907	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.231	to_board	poldrack-single-stim	s144	False
50.909	0.1	0.56	51.469	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.56	to_hand	poldrack-single-stim	s144	False
51.471	0.1	0.273	51.744	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.273	to_board	poldrack-single-stim	s144	False
51.748	0.1	0.279	52.027	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.279	to_hand	poldrack-single-stim	s144	False
52.027	0.1	0.15	52.177	0	PA_without_intermediate	test	ward_and_allport	82	3.0	0.15	to_board	poldrack-single-stim	s144	False
52.182	1.0	3.224	52.181	0	PA_without_intermediate	test	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s144	False
55.407	1.355	1.355	56.762	1	PA_without_intermediate	test	ward_and_allport	82	4.0	1.355	to_hand	poldrack-single-stim	s144	False
56.763	0.1	0.191	56.954	0	PA_without_intermediate	test	ward_and_allport	89	4.0	0.191	to_board	poldrack-single-stim	s144	False
56.956	0.1	0.357	57.313	0	PA_without_intermediate	test	ward_and_allport	82	4.0	0.357	to_hand	poldrack-single-stim	s144	False
57.314	0.1	0.595	57.909	0	PA_without_intermediate	test	ward_and_allport	71	4.0	0.595	to_board	poldrack-single-stim	s144	False
57.911	0.1	0.229	58.14	0	PA_without_intermediate	test	ward_and_allport	82	4.0	0.229	to_hand	poldrack-single-stim	s144	False
58.141	0.1	0.132	58.273	0	PA_without_intermediate	test	ward_and_allport	89	4.0	0.132	to_board	poldrack-single-stim	s144	False
58.279	1.0	2.272	58.278	0	PA_without_intermediate	test	ward_and_allport	-1	4.0	n/a	feedback	poldrack-single-stim	s144	False
60.553	1.799	1.799	62.352	1	PA_with_intermediate	test	ward_and_allport	82	5.0	1.799	to_hand	poldrack-single-stim	s144	False
62.354	0.1	0.157	62.511	0	PA_with_intermediate	test	ward_and_allport	71	5.0	0.157	to_board	poldrack-single-stim	s144	False
62.513	0.1	0.217	62.73	0	PA_with_intermediate	test	ward_and_allport	82	5.0	0.217	to_hand	poldrack-single-stim	s144	False
62.731	0.1	0.165	62.896	0	PA_with_intermediate	test	ward_and_allport	89	5.0	0.165	to_board	poldrack-single-stim	s144	False
62.9	0.1	0.757	63.657	0	PA_with_intermediate	test	ward_and_allport	82	5.0	0.757	to_hand	poldrack-single-stim	s144	False
63.658	0.1	0.569	64.227	0	PA_with_intermediate	test	ward_and_allport	82	5.0	0.569	to_board	poldrack-single-stim	s144	False
64.228	0.1	0.225	64.453	0	PA_with_intermediate	test	ward_and_allport	71	5.0	0.225	to_hand	poldrack-single-stim	s144	False
64.455	0.1	0.136	64.591	0	PA_with_intermediate	test	ward_and_allport	89	5.0	0.136	to_board	poldrack-single-stim	s144	False
64.595	1.0	3.632	64.594	0	PA_with_intermediate	test	ward_and_allport	-1	5.0	n/a	feedback	poldrack-single-stim	s144	False
68.229	1.765	1.765	69.994	1	PA_without_intermediate	test	ward_and_allport	82	6.0	1.765	to_hand	poldrack-single-stim	s144	False
69.995	0.1	0.183	70.178	0	PA_without_intermediate	test	ward_and_allport	89	6.0	0.183	to_board	poldrack-single-stim	s144	False
70.181	0.1	0.512	70.693	0	PA_without_intermediate	test	ward_and_allport	82	6.0	0.512	to_hand	poldrack-single-stim	s144	False
70.694	0.1	0.174	70.868	0	PA_without_intermediate	test	ward_and_allport	89	6.0	0.174	to_board	poldrack-single-stim	s144	False
70.87	0.1	0.58	71.45	0	PA_without_intermediate	test	ward_and_allport	82	6.0	0.58	to_hand	poldrack-single-stim	s144	False
71.451	0.1	0.135	71.586	0	PA_without_intermediate	test	ward_and_allport	71	6.0	0.135	to_board	poldrack-single-stim	s144	False
71.594	1.0	2.408	71.593	0	PA_without_intermediate	test	ward_and_allport	-1	6.0	n/a	feedback	poldrack-single-stim	s144	False
74.005	1.252	1.252	75.257	1	PA_without_intermediate	test	ward_and_allport	71	7.0	1.252	to_hand	poldrack-single-stim	s144	False
75.258	0.1	0.21	75.468	0	PA_without_intermediate	test	ward_and_allport	89	7.0	0.21	to_board	poldrack-single-stim	s144	False
75.471	0.1	0.436	75.907	0	PA_without_intermediate	test	ward_and_allport	71	7.0	0.436	to_hand	poldrack-single-stim	s144	False
75.909	0.1	0.223	76.132	0	PA_without_intermediate	test	ward_and_allport	89	7.0	0.223	to_board	poldrack-single-stim	s144	False
76.134	0.1	0.451	76.585	0	PA_without_intermediate	test	ward_and_allport	71	7.0	0.451	to_hand	poldrack-single-stim	s144	False
76.586	0.1	0.197	76.783	0	PA_without_intermediate	test	ward_and_allport	82	7.0	0.197	to_board	poldrack-single-stim	s144	False
76.787	1.0	2.0	76.786	0	PA_without_intermediate	test	ward_and_allport	-1	7.0	n/a	feedback	poldrack-single-stim	s144	False
78.79	2.856	2.856	81.646	1	PA_with_intermediate	test	ward_and_allport	89	8.0	2.856	to_hand	poldrack-single-stim	s144	False
81.646	0.1	0.163	81.809	0	PA_with_intermediate	test	ward_and_allport	82	8.0	0.163	to_board	poldrack-single-stim	s144	False
81.812	0.1	0.365	82.177	0	PA_with_intermediate	test	ward_and_allport	89	8.0	0.365	to_hand	poldrack-single-stim	s144	False
82.178	0.1	0.178	82.356	0	PA_with_intermediate	test	ward_and_allport	71	8.0	0.178	to_board	poldrack-single-stim	s144	False
82.359	0.1	0.412	82.771	0	PA_with_intermediate	test	ward_and_allport	82	8.0	0.412	to_hand	poldrack-single-stim	s144	False
82.772	0.1	0.073	82.845	0	PA_with_intermediate	test	ward_and_allport	89	8.0	0.073	to_board	poldrack-single-stim	s144	False
82.851	1.0	2.0	82.85	0	PA_with_intermediate	test	ward_and_allport	-1	8.0	n/a	feedback	poldrack-single-stim	s144	False
84.855	2.954	2.954	87.809	1	PA_with_intermediate	test	ward_and_allport	71	9.0	2.954	to_hand	poldrack-single-stim	s144	False
87.81	0.1	0.15	87.96	0	PA_with_intermediate	test	ward_and_allport	89	9.0	0.15	to_board	poldrack-single-stim	s144	False
87.964	0.1	0.222	88.186	0	PA_with_intermediate	test	ward_and_allport	71	9.0	0.222	to_hand	poldrack-single-stim	s144	False
88.186	0.1	0.17	88.356	0	PA_with_intermediate	test	ward_and_allport	82	9.0	0.17	to_board	poldrack-single-stim	s144	False
88.359	0.1	0.185	88.544	0	PA_with_intermediate	test	ward_and_allport	89	9.0	0.185	to_hand	poldrack-single-stim	s144	False
88.545	0.1	0.148	88.693	0	PA_with_intermediate	test	ward_and_allport	71	9.0	0.148	to_board	poldrack-single-stim	s144	False
88.699	1.0	2.0	88.698	0	PA_with_intermediate	test	ward_and_allport	-1	9.0	n/a	feedback	poldrack-single-stim	s144	False
90.705	1.574	1.574	92.279	1	PA_with_intermediate	test	ward_and_allport	89	10.0	1.574	to_hand	poldrack-single-stim	s144	False
92.281	0.1	0.208	92.489	0	PA_with_intermediate	test	ward_and_allport	82	10.0	0.208	to_board	poldrack-single-stim	s144	False
92.494	0.1	0.144	92.638	0	PA_with_intermediate	test	ward_and_allport	89	10.0	0.144	to_hand	poldrack-single-stim	s144	False
92.638	0.1	0.152	92.79	0	PA_with_intermediate	test	ward_and_allport	82	10.0	0.152	to_board	poldrack-single-stim	s144	False
92.794	0.1	1.412	94.206	0	PA_with_intermediate	test	ward_and_allport	82	10.0	1.412	to_hand	poldrack-single-stim	s144	False
94.207	0.1	0.253	94.46	0	PA_with_intermediate	test	ward_and_allport	71	10.0	0.253	to_board	poldrack-single-stim	s144	False
94.464	0.1	0.766	95.23	0	PA_with_intermediate	test	ward_and_allport	82	10.0	0.766	to_hand	poldrack-single-stim	s144	False
95.23	0.1	0.315	95.545	0	PA_with_intermediate	test	ward_and_allport	89	10.0	0.315	to_board	poldrack-single-stim	s144	False
95.549	0.1	0.364	95.913	0	PA_with_intermediate	test	ward_and_allport	71	10.0	0.364	to_hand	poldrack-single-stim	s144	False
95.913	0.1	0.429	96.342	0	PA_with_intermediate	test	ward_and_allport	82	10.0	0.429	to_board	poldrack-single-stim	s144	False
96.346	0.1	0.297	96.643	0	PA_with_intermediate	test	ward_and_allport	89	10.0	0.297	to_hand	poldrack-single-stim	s144	False
96.643	0.1	0.143	96.786	0	PA_with_intermediate	test	ward_and_allport	82	10.0	0.143	to_board	poldrack-single-stim	s144	False
96.795	1.0	2.408	96.794	0	PA_with_intermediate	test	ward_and_allport	-1	10.0	n/a	feedback	poldrack-single-stim	s144	False
99.205	1.258	1.258	100.463	1	PA_without_intermediate	test	ward_and_allport	82	11.0	1.258	to_hand	poldrack-single-stim	s144	False
100.464	0.1	0.257	100.721	0	PA_without_intermediate	test	ward_and_allport	89	11.0	0.257	to_board	poldrack-single-stim	s144	False
100.725	0.1	0.201	100.926	0	PA_without_intermediate	test	ward_and_allport	82	11.0	0.201	to_hand	poldrack-single-stim	s144	False
100.927	0.1	0.193	101.12	0	PA_without_intermediate	test	ward_and_allport	71	11.0	0.193	to_board	poldrack-single-stim	s144	False
101.123	0.1	0.202	101.325	0	PA_without_intermediate	test	ward_and_allport	82	11.0	0.202	to_hand	poldrack-single-stim	s144	False
101.326	0.1	0.168	101.494	0	PA_without_intermediate	test	ward_and_allport	89	11.0	0.168	to_board	poldrack-single-stim	s144	False
101.502	1.0	2.816	101.501	0	PA_without_intermediate	test	ward_and_allport	-1	11.0	n/a	feedback	poldrack-single-stim	s144	False
104.321	1.377	1.377	105.698	1	PA_with_intermediate	test	ward_and_allport	82	12.0	1.377	to_hand	poldrack-single-stim	s144	False
105.699	0.1	0.189	105.888	0	PA_with_intermediate	test	ward_and_allport	89	12.0	0.189	to_board	poldrack-single-stim	s144	False
105.893	0.1	0.162	106.055	0	PA_with_intermediate	test	ward_and_allport	82	12.0	0.162	to_hand	poldrack-single-stim	s144	False
106.056	0.1	0.184	106.24	0	PA_with_intermediate	test	ward_and_allport	71	12.0	0.184	to_board	poldrack-single-stim	s144	False
106.244	0.1	0.413	106.657	0	PA_with_intermediate	test	ward_and_allport	89	12.0	0.413	to_hand	poldrack-single-stim	s144	False
106.658	0.1	0.196	106.854	0	PA_with_intermediate	test	ward_and_allport	71	12.0	0.196	to_board	poldrack-single-stim	s144	False
106.861	1.0	4.176	106.86	0	PA_with_intermediate	test	ward_and_allport	-1	12.0	n/a	feedback	poldrack-single-stim	s144	False
111.04	1.906	1.906	112.946	1	PA_with_intermediate	test	ward_and_allport	89	13.0	1.906	to_hand	poldrack-single-stim	s144	False
112.947	0.1	0.223	113.17	0	PA_with_intermediate	test	ward_and_allport	82	13.0	0.223	to_board	poldrack-single-stim	s144	False
113.173	0.1	0.325	113.498	0	PA_with_intermediate	test	ward_and_allport	89	13.0	0.325	to_hand	poldrack-single-stim	s144	False
113.499	0.1	0.173	113.672	0	PA_with_intermediate	test	ward_and_allport	82	13.0	0.173	to_board	poldrack-single-stim	s144	False
113.676	0.1	1.124	114.8	0	PA_with_intermediate	test	ward_and_allport	82	13.0	1.124	to_hand	poldrack-single-stim	s144	False
114.801	0.1	0.174	114.975	0	PA_with_intermediate	test	ward_and_allport	71	13.0	0.174	to_board	poldrack-single-stim	s144	False
114.979	0.1	0.38	115.359	0	PA_with_intermediate	test	ward_and_allport	82	13.0	0.38	to_hand	poldrack-single-stim	s144	False
115.359	0.1	0.189	115.548	0	PA_with_intermediate	test	ward_and_allport	89	13.0	0.189	to_board	poldrack-single-stim	s144	False
115.552	0.1	0.671	116.223	0	PA_with_intermediate	test	ward_and_allport	71	13.0	0.671	to_hand	poldrack-single-stim	s144	False
116.224	0.1	0.122	116.346	0	PA_with_intermediate	test	ward_and_allport	82	13.0	0.122	to_board	poldrack-single-stim	s144	False
