onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.006	3.717	3.717	6.723	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	3.717	to_hand	poldrack-single-stim	s465	False
6.724	0.1	2.341	9.065	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	2.341	to_board	poldrack-single-stim	s465	False
9.068	0.1	0.894	9.962	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.894	to_hand	poldrack-single-stim	s465	False
9.963	0.1	0.707	10.67	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.707	to_board	poldrack-single-stim	s465	False
10.67	0.1	1.194	11.864	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.194	to_hand	poldrack-single-stim	s465	False
11.865	0.1	0.466	12.331	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.466	to_board	poldrack-single-stim	s465	False
12.335	1.0	2.5	12.334	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s465	False
14.838	3.288	3.288	18.126	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	3.288	to_hand	poldrack-single-stim	s465	False
18.127	0.1	1.219	19.346	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.219	to_board	poldrack-single-stim	s465	False
19.349	0.1	0.747	20.096	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.747	to_hand	poldrack-single-stim	s465	False
20.097	0.1	0.439	20.536	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.439	to_board	poldrack-single-stim	s465	False
20.538	0.1	0.839	21.377	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.839	to_hand	poldrack-single-stim	s465	False
21.377	0.1	0.34	21.717	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.34	to_board	poldrack-single-stim	s465	False
21.719	1.0	2.1	21.718	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s465	False
23.821	4.275	4.275	28.096	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	4.275	to_hand	poldrack-single-stim	s465	False
28.096	0.1	0.327	28.423	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.327	to_board	poldrack-single-stim	s465	False
28.425	0.1	1.116	29.541	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.116	to_hand	poldrack-single-stim	s465	False
29.541	0.1	0.238	29.779	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.238	to_board	poldrack-single-stim	s465	False
29.781	0.1	0.757	30.538	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.757	to_hand	poldrack-single-stim	s465	False
30.538	0.1	0.142	30.68	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.142	to_board	poldrack-single-stim	s465	False
30.684	1.0	2.2	30.683	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s465	False
32.886	2.254	2.254	35.14	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	2.254	to_hand	poldrack-single-stim	s465	False
35.14	0.1	0.354	35.494	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.354	to_board	poldrack-single-stim	s465	False
35.498	0.1	1.273	36.771	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	1.273	to_hand	poldrack-single-stim	s465	False
36.772	0.1	0.803	37.575	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.803	to_board	poldrack-single-stim	s465	False
37.576	0.1	1.078	38.654	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	1.078	to_hand	poldrack-single-stim	s465	False
38.655	0.1	0.426	39.081	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.426	to_board	poldrack-single-stim	s465	False
39.085	1.0	2.0	39.084	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s465	False
43.09	2.324	2.324	45.414	1	PA_with_intermediate	test	ward_and_allport	71	0.0	2.324	to_hand	poldrack-single-stim	s465	False
