onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.005	8.766	8.766	11.771	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	8.766	to_hand	poldrack-single-stim	s631	False
11.773	0.1	0.19	11.963	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.19	to_board	poldrack-single-stim	s631	False
11.965	0.1	0.342	12.307	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.342	to_hand	poldrack-single-stim	s631	False
12.308	0.1	0.439	12.747	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.439	to_board	poldrack-single-stim	s631	False
12.749	0.1	0.454	13.203	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.454	to_hand	poldrack-single-stim	s631	False
13.204	0.1	0.272	13.476	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.272	to_board	poldrack-single-stim	s631	False
13.48	1.0	2.5	13.479	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s631	False
15.982	4.937	4.937	20.919	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	4.937	to_hand	poldrack-single-stim	s631	False
20.921	0.1	0.177	21.098	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.177	to_board	poldrack-single-stim	s631	False
21.1	0.1	0.311	21.411	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.311	to_hand	poldrack-single-stim	s631	False
21.414	0.1	0.327	21.741	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.327	to_board	poldrack-single-stim	s631	False
21.742	0.1	0.322	22.064	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.322	to_hand	poldrack-single-stim	s631	False
22.066	0.1	0.214	22.28	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.214	to_board	poldrack-single-stim	s631	False
22.282	1.0	2.1	22.281	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s631	False
24.383	4.479	4.479	28.862	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	4.479	to_hand	poldrack-single-stim	s631	False
28.863	0.1	0.196	29.059	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.196	to_board	poldrack-single-stim	s631	False
29.06	0.1	0.207	29.267	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.207	to_hand	poldrack-single-stim	s631	False
29.268	0.1	0.203	29.471	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.203	to_board	poldrack-single-stim	s631	False
29.472	0.1	0.209	29.681	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.209	to_hand	poldrack-single-stim	s631	False
29.682	0.1	0.198	29.88	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.198	to_board	poldrack-single-stim	s631	False
29.882	1.0	2.2	29.881	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s631	False
32.084	5.408	5.408	37.492	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	5.408	to_hand	poldrack-single-stim	s631	False
37.493	0.1	0.211	37.704	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.211	to_board	poldrack-single-stim	s631	False
37.706	0.1	0.225	37.931	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.225	to_hand	poldrack-single-stim	s631	False
37.933	0.1	0.346	38.279	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.346	to_board	poldrack-single-stim	s631	False
38.281	0.1	0.275	38.556	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.275	to_hand	poldrack-single-stim	s631	False
38.556	0.1	0.258	38.814	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.258	to_board	poldrack-single-stim	s631	False
38.817	1.0	2.0	38.816	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s631	False
42.82	5.141	5.141	47.961	1	PA_without_intermediate	test	ward_and_allport	71	0.0	5.141	to_hand	poldrack-single-stim	s631	False
47.962	0.1	0.168	48.13	0	PA_without_intermediate	test	ward_and_allport	82	0.0	0.168	to_board	poldrack-single-stim	s631	False
48.132	0.1	0.207	48.339	0	PA_without_intermediate	test	ward_and_allport	71	0.0	0.207	to_hand	poldrack-single-stim	s631	False
48.34	0.1	0.267	48.607	0	PA_without_intermediate	test	ward_and_allport	89	0.0	0.267	to_board	poldrack-single-stim	s631	False
48.609	0.1	0.237	48.846	0	PA_without_intermediate	test	ward_and_allport	71	0.0	0.237	to_hand	poldrack-single-stim	s631	False
48.847	0.1	0.228	49.075	0	PA_without_intermediate	test	ward_and_allport	82	0.0	0.228	to_board	poldrack-single-stim	s631	False
49.077	1.0	3.088	49.076	0	PA_without_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s631	False
52.167	6.416	6.416	58.583	1	PA_with_intermediate	test	ward_and_allport	82	1.0	6.416	to_hand	poldrack-single-stim	s631	False
58.584	0.1	0.196	58.78	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.196	to_board	poldrack-single-stim	s631	False
58.782	0.1	0.25	59.032	0	PA_with_intermediate	test	ward_and_allport	82	1.0	0.25	to_hand	poldrack-single-stim	s631	False
59.034	0.1	0.243	59.277	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.243	to_board	poldrack-single-stim	s631	False
59.28	0.1	0.324	59.604	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.324	to_hand	poldrack-single-stim	s631	False
59.605	0.1	0.198	59.803	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.198	to_board	poldrack-single-stim	s631	False
