onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.01	3.293	3.293	6.303	1	UA_with_intermediate	practice	ward_and_allport	89	0.0	3.293	to_hand	poldrack-single-stim	s471	False
6.305	0.1	1.162	7.467	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.162	to_board	poldrack-single-stim	s471	False
7.471	0.1	0.461	7.932	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.461	to_hand	poldrack-single-stim	s471	False
7.933	0.1	0.303	8.236	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.303	to_board	poldrack-single-stim	s471	False
8.238	0.1	1.184	9.422	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	1.184	to_hand	poldrack-single-stim	s471	False
9.424	0.1	0.333	9.757	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.333	to_board	poldrack-single-stim	s471	False
9.76	0.1	2.59	12.35	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	2.59	to_hand	poldrack-single-stim	s471	False
12.352	0.1	0.327	12.679	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.327	to_board	poldrack-single-stim	s471	False
12.682	0.1	1.955	14.637	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.955	to_hand	poldrack-single-stim	s471	False
14.639	0.1	0.722	15.361	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.722	to_board	poldrack-single-stim	s471	False
15.365	0.1	0.808	16.173	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.808	to_hand	poldrack-single-stim	s471	False
16.174	0.1	0.269	16.443	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.269	to_board	poldrack-single-stim	s471	False
16.446	0.1	0.503	16.949	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.503	to_hand	poldrack-single-stim	s471	False
16.951	0.1	0.285	17.236	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.285	to_board	poldrack-single-stim	s471	False
17.24	1.0	2.5	17.239	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s471	False
19.742	2.933	2.933	22.675	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	2.933	to_hand	poldrack-single-stim	s471	False
22.676	0.1	0.399	23.075	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.399	to_board	poldrack-single-stim	s471	False
23.079	0.1	0.745	23.824	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.745	to_hand	poldrack-single-stim	s471	False
23.825	0.1	0.649	24.474	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.649	to_board	poldrack-single-stim	s471	False
24.477	0.1	0.859	25.336	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.859	to_hand	poldrack-single-stim	s471	False
25.337	0.1	0.415	25.752	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.415	to_board	poldrack-single-stim	s471	False
25.756	1.0	2.1	25.755	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s471	False
27.859	2.624	2.624	30.483	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	2.624	to_hand	poldrack-single-stim	s471	False
30.484	0.1	0.314	30.798	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.314	to_board	poldrack-single-stim	s471	False
30.801	0.1	1.315	32.116	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.315	to_hand	poldrack-single-stim	s471	False
32.118	0.1	0.369	32.487	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.369	to_board	poldrack-single-stim	s471	False
32.49	0.1	0.865	33.355	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.865	to_hand	poldrack-single-stim	s471	False
33.355	0.1	0.252	33.607	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.252	to_board	poldrack-single-stim	s471	False
33.612	1.0	2.2	33.611	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s471	False
35.815	1.776	1.776	37.591	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	1.776	to_hand	poldrack-single-stim	s471	False
37.592	0.1	0.337	37.929	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.337	to_board	poldrack-single-stim	s471	False
37.932	0.1	0.423	38.355	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.423	to_hand	poldrack-single-stim	s471	False
38.356	0.1	0.371	38.727	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.371	to_board	poldrack-single-stim	s471	False
38.73	0.1	0.502	39.232	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.502	to_hand	poldrack-single-stim	s471	False
