onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.016	3.524	3.524	6.54	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	3.524	to_hand	poldrack-single-stim	s573	False
6.54	0.1	0.942	7.482	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.942	to_board	poldrack-single-stim	s573	False
7.485	0.1	6.042	13.527	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	6.042	to_hand	poldrack-single-stim	s573	False
13.527	0.1	1.777	15.304	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.777	to_board	poldrack-single-stim	s573	False
15.306	0.1	1.808	17.114	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.808	to_hand	poldrack-single-stim	s573	False
17.115	0.1	0.835	17.95	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.835	to_board	poldrack-single-stim	s573	False
17.952	0.1	1.059	19.011	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.059	to_hand	poldrack-single-stim	s573	False
19.012	0.1	1.018	20.03	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.018	to_board	poldrack-single-stim	s573	False
20.032	0.1	1.785	21.817	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	1.785	to_hand	poldrack-single-stim	s573	False
21.818	0.1	1.198	23.016	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.198	to_board	poldrack-single-stim	s573	False
23.022	1.0	2.5	23.021	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s573	False
25.523	4.116	4.116	29.639	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	4.116	to_hand	poldrack-single-stim	s573	False
29.641	0.1	1.192	30.833	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.192	to_board	poldrack-single-stim	s573	False
30.835	0.1	1.292	32.127	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	1.292	to_hand	poldrack-single-stim	s573	False
32.127	0.1	1.62	33.747	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	1.62	to_board	poldrack-single-stim	s573	False
33.749	0.1	2.067	35.816	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	2.067	to_hand	poldrack-single-stim	s573	False
35.817	0.1	0.774	36.591	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.774	to_board	poldrack-single-stim	s573	False
36.595	1.0	2.1	36.594	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s573	False
38.697	3.445	3.445	42.142	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	3.445	to_hand	poldrack-single-stim	s573	False
42.142	0.1	0.998	43.14	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.998	to_board	poldrack-single-stim	s573	False
43.143	0.1	1.553	44.696	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.553	to_hand	poldrack-single-stim	s573	False
44.697	0.1	1.008	45.705	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	1.008	to_board	poldrack-single-stim	s573	False
45.706	0.1	1.397	47.103	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.397	to_hand	poldrack-single-stim	s573	False
47.105	0.1	0.802	47.907	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.802	to_board	poldrack-single-stim	s573	False
47.909	1.0	2.2	47.908	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s573	False
50.111	3.187	3.187	53.298	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	3.187	to_hand	poldrack-single-stim	s573	False
53.299	0.1	0.994	54.293	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.994	to_board	poldrack-single-stim	s573	False
54.295	0.1	1.606	55.901	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	1.606	to_hand	poldrack-single-stim	s573	False
55.902	0.1	1.32	57.222	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	1.32	to_board	poldrack-single-stim	s573	False
57.224	0.1	0.747	57.971	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.747	to_hand	poldrack-single-stim	s573	False
57.973	0.1	0.651	58.624	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.651	to_board	poldrack-single-stim	s573	False
58.627	1.0	2.0	58.626	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s573	False
62.632	4.375	4.375	67.007	1	PA_with_intermediate	test	ward_and_allport	82	0.0	4.375	to_hand	poldrack-single-stim	s573	False
67.009	0.1	2.691	69.7	0	PA_with_intermediate	test	ward_and_allport	89	0.0	2.691	to_board	poldrack-single-stim	s573	False
69.701	0.1	1.808	71.509	0	PA_with_intermediate	test	ward_and_allport	82	0.0	1.808	to_hand	poldrack-single-stim	s573	False
71.51	0.1	1.118	72.628	0	PA_with_intermediate	test	ward_and_allport	71	0.0	1.118	to_board	poldrack-single-stim	s573	False
72.631	0.1	0.687	73.318	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.687	to_hand	poldrack-single-stim	s573	False
73.318	0.1	2.039	75.357	0	PA_with_intermediate	test	ward_and_allport	82	0.0	2.039	to_board	poldrack-single-stim	s573	False
75.363	1.0	4.176	75.362	0	PA_with_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s573	False
79.542	4.359	4.359	83.901	1	PA_with_intermediate	test	ward_and_allport	82	1.0	4.359	to_hand	poldrack-single-stim	s573	False
83.903	0.1	1.256	85.159	0	PA_with_intermediate	test	ward_and_allport	89	1.0	1.256	to_board	poldrack-single-stim	s573	False
85.163	0.1	1.735	86.898	0	PA_with_intermediate	test	ward_and_allport	82	1.0	1.735	to_hand	poldrack-single-stim	s573	False
86.898	0.1	1.106	88.004	0	PA_with_intermediate	test	ward_and_allport	71	1.0	1.106	to_board	poldrack-single-stim	s573	False
88.006	0.1	0.825	88.831	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.825	to_hand	poldrack-single-stim	s573	False
88.833	0.1	1.216	90.049	0	PA_with_intermediate	test	ward_and_allport	82	1.0	1.216	to_board	poldrack-single-stim	s573	False
90.052	1.0	3.36	90.051	0	PA_with_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s573	False
93.414	3.851	3.851	97.265	1	PA_with_intermediate	test	ward_and_allport	71	2.0	3.851	to_hand	poldrack-single-stim	s573	False
97.266	0.1	1.138	98.404	0	PA_with_intermediate	test	ward_and_allport	89	2.0	1.138	to_board	poldrack-single-stim	s573	False
98.406	0.1	1.234	99.64	0	PA_with_intermediate	test	ward_and_allport	71	2.0	1.234	to_hand	poldrack-single-stim	s573	False
99.641	0.1	1.912	101.553	0	PA_with_intermediate	test	ward_and_allport	82	2.0	1.912	to_board	poldrack-single-stim	s573	False
101.555	0.1	0.84	102.395	0	PA_with_intermediate	test	ward_and_allport	89	2.0	0.84	to_hand	poldrack-single-stim	s573	False
102.397	0.1	0.754	103.151	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.754	to_board	poldrack-single-stim	s573	False
103.156	1.0	2.0	103.155	0	PA_with_intermediate	test	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s573	False
105.159	3.595	3.595	108.754	1	PA_without_intermediate	test	ward_and_allport	89	3.0	3.595	to_hand	poldrack-single-stim	s573	False
108.755	0.1	0.832	109.587	0	PA_without_intermediate	test	ward_and_allport	82	3.0	0.832	to_board	poldrack-single-stim	s573	False
109.59	0.1	1.837	111.427	0	PA_without_intermediate	test	ward_and_allport	89	3.0	1.837	to_hand	poldrack-single-stim	s573	False
111.428	0.1	1.142	112.57	0	PA_without_intermediate	test	ward_and_allport	82	3.0	1.142	to_board	poldrack-single-stim	s573	False
112.573	0.1	0.99	113.563	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.99	to_hand	poldrack-single-stim	s573	False
113.564	0.1	0.697	114.261	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.697	to_board	poldrack-single-stim	s573	False
114.264	1.0	2.408	114.263	0	PA_without_intermediate	test	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s573	False
