onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.009	4.285	4.285	7.294	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	4.285	to_hand	poldrack-single-stim	s541	False
7.295	0.1	0.731	8.026	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.731	to_board	poldrack-single-stim	s541	False
8.028	0.1	1.493	9.521	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	1.493	to_hand	poldrack-single-stim	s541	False
9.522	0.1	0.439	9.961	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.439	to_board	poldrack-single-stim	s541	False
9.962	0.1	1.188	11.15	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.188	to_hand	poldrack-single-stim	s541	False
11.152	0.1	0.528	11.68	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.528	to_board	poldrack-single-stim	s541	False
11.684	1.0	2.5	11.683	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s541	False
14.187	3.989	3.989	18.176	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	3.989	to_hand	poldrack-single-stim	s541	False
18.177	0.1	1.505	19.682	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.505	to_board	poldrack-single-stim	s541	False
19.685	0.1	0.542	20.227	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.542	to_hand	poldrack-single-stim	s541	False
20.227	0.1	0.495	20.722	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.495	to_board	poldrack-single-stim	s541	False
20.723	0.1	1.016	21.739	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	1.016	to_hand	poldrack-single-stim	s541	False
21.741	0.1	0.39	22.131	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.39	to_board	poldrack-single-stim	s541	False
22.136	1.0	2.1	22.135	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s541	False
24.238	2.869	2.869	27.107	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	2.869	to_hand	poldrack-single-stim	s541	False
27.108	0.1	1.152	28.26	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	1.152	to_board	poldrack-single-stim	s541	False
28.262	0.1	2.684	30.946	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	2.684	to_hand	poldrack-single-stim	s541	False
30.948	0.1	0.352	31.3	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.352	to_board	poldrack-single-stim	s541	False
31.302	0.1	1.711	33.013	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.711	to_hand	poldrack-single-stim	s541	False
33.014	0.1	0.472	33.486	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.472	to_board	poldrack-single-stim	s541	False
33.493	1.0	2.2	33.492	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s541	False
35.695	3.658	3.658	39.353	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	3.658	to_hand	poldrack-single-stim	s541	False
39.354	0.1	0.313	39.667	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.313	to_board	poldrack-single-stim	s541	False
39.669	0.1	2.39	42.059	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	2.39	to_hand	poldrack-single-stim	s541	False
42.059	0.1	0.329	42.388	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.329	to_board	poldrack-single-stim	s541	False
42.389	0.1	1.133	43.522	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	1.133	to_hand	poldrack-single-stim	s541	False
43.524	0.1	2.791	46.315	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	2.791	to_board	poldrack-single-stim	s541	False
46.317	1.0	2.0	46.316	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s541	False
50.323	4.997	4.997	55.32	1	PA_with_intermediate	test	ward_and_allport	89	0.0	4.997	to_hand	poldrack-single-stim	s541	False
55.321	0.1	0.688	56.009	0	PA_with_intermediate	test	ward_and_allport	82	0.0	0.688	to_board	poldrack-single-stim	s541	False
56.011	0.1	1.862	57.873	0	PA_with_intermediate	test	ward_and_allport	89	0.0	1.862	to_hand	poldrack-single-stim	s541	False
57.874	0.1	0.949	58.823	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.949	to_board	poldrack-single-stim	s541	False
58.824	0.1	6.853	65.677	0	PA_with_intermediate	test	ward_and_allport	82	0.0	6.853	to_hand	poldrack-single-stim	s541	False
65.678	0.1	0.353	66.031	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.353	to_board	poldrack-single-stim	s541	False
66.035	1.0	4.176	66.034	0	PA_with_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s541	False
70.214	5.565	5.565	75.779	1	PA_with_intermediate	test	ward_and_allport	71	1.0	5.565	to_hand	poldrack-single-stim	s541	False
75.779	0.1	0.391	76.17	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.391	to_board	poldrack-single-stim	s541	False
76.172	0.1	0.823	76.995	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.823	to_hand	poldrack-single-stim	s541	False
76.996	0.1	0.396	77.392	0	PA_with_intermediate	test	ward_and_allport	82	1.0	0.396	to_board	poldrack-single-stim	s541	False
77.393	0.1	0.776	78.169	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.776	to_hand	poldrack-single-stim	s541	False
78.171	0.1	0.348	78.519	0	PA_with_intermediate	test	ward_and_allport	82	1.0	0.348	to_board	poldrack-single-stim	s541	False
78.526	1.0	3.36	78.525	0	PA_with_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s541	False
81.889	4.327	4.327	86.216	1	PA_with_intermediate	test	ward_and_allport	89	2.0	4.327	to_hand	poldrack-single-stim	s541	False
86.216	0.1	0.453	86.669	0	PA_with_intermediate	test	ward_and_allport	82	2.0	0.453	to_board	poldrack-single-stim	s541	False
86.672	0.1	1.227	87.899	0	PA_with_intermediate	test	ward_and_allport	89	2.0	1.227	to_hand	poldrack-single-stim	s541	False
87.899	0.1	0.388	88.287	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.388	to_board	poldrack-single-stim	s541	False
88.29	0.1	1.016	89.306	0	PA_with_intermediate	test	ward_and_allport	82	2.0	1.016	to_hand	poldrack-single-stim	s541	False
89.307	0.1	0.293	89.6	0	PA_with_intermediate	test	ward_and_allport	89	2.0	0.293	to_board	poldrack-single-stim	s541	False
89.603	1.0	2.0	89.602	0	PA_with_intermediate	test	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s541	False
91.606	4.935	4.935	96.541	1	PA_without_intermediate	test	ward_and_allport	71	3.0	4.935	to_hand	poldrack-single-stim	s541	False
96.542	0.1	0.337	96.879	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.337	to_board	poldrack-single-stim	s541	False
96.88	0.1	0.522	97.402	0	PA_without_intermediate	test	ward_and_allport	71	3.0	0.522	to_hand	poldrack-single-stim	s541	False
97.404	0.1	0.416	97.82	0	PA_without_intermediate	test	ward_and_allport	89	3.0	0.416	to_board	poldrack-single-stim	s541	False
97.823	0.1	1.11	98.933	0	PA_without_intermediate	test	ward_and_allport	71	3.0	1.11	to_hand	poldrack-single-stim	s541	False
98.934	0.1	0.318	99.252	0	PA_without_intermediate	test	ward_and_allport	82	3.0	0.318	to_board	poldrack-single-stim	s541	False
99.255	1.0	2.408	99.254	0	PA_without_intermediate	test	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s541	False
101.666	5.213	5.213	106.879	1	PA_with_intermediate	test	ward_and_allport	89	4.0	5.213	to_hand	poldrack-single-stim	s541	False
106.881	0.1	0.31	107.191	0	PA_with_intermediate	test	ward_and_allport	71	4.0	0.31	to_board	poldrack-single-stim	s541	False
107.194	0.1	0.961	108.155	0	PA_with_intermediate	test	ward_and_allport	89	4.0	0.961	to_hand	poldrack-single-stim	s541	False
108.155	0.1	0.34	108.495	0	PA_with_intermediate	test	ward_and_allport	82	4.0	0.34	to_board	poldrack-single-stim	s541	False
108.497	0.1	0.959	109.456	0	PA_with_intermediate	test	ward_and_allport	71	4.0	0.959	to_hand	poldrack-single-stim	s541	False
109.456	0.1	0.292	109.748	0	PA_with_intermediate	test	ward_and_allport	82	4.0	0.292	to_board	poldrack-single-stim	s541	False
109.754	1.0	2.816	109.753	0	PA_with_intermediate	test	ward_and_allport	-1	4.0	n/a	feedback	poldrack-single-stim	s541	False
112.572	4.526	4.526	117.098	1	PA_without_intermediate	test	ward_and_allport	71	5.0	4.526	to_hand	poldrack-single-stim	s541	False
117.099	0.1	0.313	117.412	0	PA_without_intermediate	test	ward_and_allport	89	5.0	0.313	to_board	poldrack-single-stim	s541	False
117.415	0.1	0.506	117.921	0	PA_without_intermediate	test	ward_and_allport	71	5.0	0.506	to_hand	poldrack-single-stim	s541	False
117.921	0.1	0.316	118.237	0	PA_without_intermediate	test	ward_and_allport	89	5.0	0.316	to_board	poldrack-single-stim	s541	False
118.239	0.1	0.59	118.829	0	PA_without_intermediate	test	ward_and_allport	71	5.0	0.59	to_hand	poldrack-single-stim	s541	False
118.831	0.1	0.322	119.153	0	PA_without_intermediate	test	ward_and_allport	82	5.0	0.322	to_board	poldrack-single-stim	s541	False
119.157	1.0	3.088	119.156	0	PA_without_intermediate	test	ward_and_allport	-1	5.0	n/a	feedback	poldrack-single-stim	s541	False
122.248	3.64	3.64	125.888	1	PA_without_intermediate	test	ward_and_allport	71	6.0	3.64	to_hand	poldrack-single-stim	s541	False
125.889	0.1	0.372	126.261	0	PA_without_intermediate	test	ward_and_allport	82	6.0	0.372	to_board	poldrack-single-stim	s541	False
126.264	0.1	0.441	126.705	0	PA_without_intermediate	test	ward_and_allport	71	6.0	0.441	to_hand	poldrack-single-stim	s541	False
126.705	0.1	0.327	127.032	0	PA_without_intermediate	test	ward_and_allport	89	6.0	0.327	to_board	poldrack-single-stim	s541	False
127.036	0.1	0.615	127.651	0	PA_without_intermediate	test	ward_and_allport	71	6.0	0.615	to_hand	poldrack-single-stim	s541	False
127.651	0.1	0.298	127.949	0	PA_without_intermediate	test	ward_and_allport	82	6.0	0.298	to_board	poldrack-single-stim	s541	False
127.956	1.0	2.136	127.955	0	PA_without_intermediate	test	ward_and_allport	-1	6.0	n/a	feedback	poldrack-single-stim	s541	False
130.095	3.768	3.768	133.863	1	PA_without_intermediate	test	ward_and_allport	71	7.0	3.768	to_hand	poldrack-single-stim	s541	False
