onset	duration	movement_onset	block_duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id	junk
4.518	1.5	6.217	1.636	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.699	probe	BY	s619	False
8.664	1.5	10.394	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.73	probe	AY	s619	False
12.675	1.5	14.145	2.044	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.47	probe	AX	s619	False
17.23	1.5	18.827	1.772	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.597	probe	BY	s619	False
21.51	1.5	23.281	1.636	BX	0.0	71.0	dot_pattern_expectancy	89.0	0.771	probe	BX	s619	False
25.659	1.5	27.483	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.824	probe	AX	s619	False
29.8	1.5	31.433	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.633	probe	AX	s619	False
33.811	1.5	35.344	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.533	probe	AX	s619	False
37.827	1.5	39.415	2.044	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.588	probe	AY	s619	False
42.379	1.5	44.221	2.452	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.842	probe	AX	s619	False
47.341	1.5	49.061	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.72	probe	AX	s619	False
51.763	1.5	53.497	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.734	probe	AX	s619	False
55.771	1.5	57.478	1.908	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.707	probe	AX	s619	False
60.187	1.5	62.083	2.18	BX	0.0	71.0	dot_pattern_expectancy	89.0	0.896	probe	BX	s619	False
64.876	1.5	66.633	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.757	probe	AX	s619	False
68.891	1.5	70.541	1.908	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.65	probe	BY	s619	False
73.315	1.5	75.104	2.316	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.789	probe	BX	s619	False
78.142	1.5	79.884	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.742	probe	AY	s619	False
82.971	1.5	84.709	1.636	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.738	probe	BX	s619	False
87.118	1.5	88.85	1.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.732	probe	AY	s619	False
91.126	1.5	92.646	1.908	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.52	probe	BY	s619	False
95.544	1.5	97.008	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.464	probe	AX	s619	False
99.555	1.5	101.192	2.316	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.637	probe	AY	s619	False
104.382	1.5	105.827	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.445	probe	AX	s619	False
108.39	1.5	110.038	2.724	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.648	probe	AY	s619	False
113.63	1.5	115.326	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.696	probe	AX	s619	False
117.643	1.5	119.619	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.976	probe	AX	s619	False
121.787	1.5	123.55	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.763	probe	AX	s619	False
125.934	1.5	127.627	1.772	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.693	probe	AX	s619	False
130.217	1.5	131.747	1.772	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.53	probe	BY	s619	False
134.501	1.5	136.121	1.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.62	probe	AX	s619	False
138.512	1.5	140.218	2.452	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.706	probe	BY	s619	False
143.478	1.5	145.143	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.665	probe	AX	s619	False
147.622	1.5	149.38	1.636	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.758	probe	AX	s619	False
151.763	1.5	153.511	1.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.748	probe	BX	s619	False
155.772	1.5	157.554	1.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.782	probe	BX	s619	False
