onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.003	3.982	7.968	4.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	6.965	grit	Q06	s518	False
12.317	3.982	18.063	1.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	5.746	grit	Q01	s518	False
21.93	3.982	26.191	2.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	4.261	brief	Q13	s518	False
31.136	3.982	36.026	3.0	survey_medley	forward	I am good at resisting temptation.	66,89,71,82,77	4.89	brief	Q09	s518	False
40.682	3.982	46.957	4.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66,89,71,82,77	6.275	brief	Q21	s518	False
50.159	3.982	52.734	5.0	survey_medley	forward	I am a hard worker.	66,89,71,82,77	2.575	grit	Q04	s518	False
59.365	3.982	65.818	5.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	66,89,71,82,77	6.453	future_time	Q28	s518	False
69.454	3.982	73.788	5.0	survey_medley	reverse	I have the sense that time is running out.	66,89,71,82,77	4.334	future_time	Q29	s518	False
80.36	3.982	85.355	2.0	survey_medley	reverse	I have a hard time breaking bad habits.	66,89,71,82,77	4.995	brief	Q10	s518	False
90.245	3.982	94.824	2.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66,89	4.579	impulsive_venture	Q39	s518	False
99.383	3.982	103.806	4.0	survey_medley	forward	I finish whatever I begin.	66,89,71,82,77	4.423	grit	Q07	s518	False
109.745	3.982	113.385	4.0	survey_medley	forward	Setbacks don't discourage me.	66,89,71,82,77	3.64	grit	Q02	s518	False
119.426	3.982	124.096	4.0	survey_medley	forward	People would say that I have iron self-discipline.	66,89,71,82,77	4.67	brief	Q16	s518	False
129.583	3.982	136.688	3.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	66,89,71,82	7.105	upps	Q36	s518	False
138.789	3.982	143.658	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	66,89,71,82,77	4.869	brief	Q19	s518	False
149.967	3.982	154.606	1.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66,89,71,82,77	4.639	brief	Q20	s518	False
159.24	3.982	165.294	1.0	survey_medley	reverse	As I get older, I begin to experience time as limited.	66,89,71,82,77	6.054	future_time	Q31	s518	False
168.854	3.982	174.346	3.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66,89,71,82	5.492	upps	Q33	s518	False
177.923	3.982	182.48	4.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	66,89,71,82,77	4.557	brief	Q17	s518	False
186.925	3.982	189.496	5.0	survey_medley	forward	I am diligent.	66,89,71,82,77	2.571	grit	Q08	s518	False
201.23	3.982	205.276	3.0	survey_medley	forward	I tend to act without thinking when I am really excited.	66,89,71,82	4.046	upps	Q37	s518	False
210.3	3.982	214.312	4.0	survey_medley	reverse	I say inappropriate things.	66,89,71,82,77	4.012	brief	Q12	s518	False
220.594	3.982	223.514	5.0	survey_medley	forward	My future is filled with possibilities.	66,89,71,82,77	2.92	future_time	Q24	s518	False
232.383	3.982	235.959	4.0	survey_medley	reverse	I have trouble concentrating.	66,89,71,82,77	3.576	brief	Q18	s518	False
241.588	3.982	246.373	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	66,89	4.785	impulsive_venture	Q38	s518	False
251.065	3.982	255.173	5.0	survey_medley	forward	I expect that I will set many new goals in the future.	66,89,71,82,77	4.108	future_time	Q23	s518	False
261.019	3.982	266.443	5.0	survey_medley	reverse	There are only limited possibilities in my future.	66,89,71,82,77	5.424	future_time	Q30	s518	False
272.877	3.982	280.086	2.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	66,89,71,82,77	7.209	grit	Q03	s518	False
282.084	3.982	286.208	4.0	survey_medley	forward	I could do anything I want in the future.	66,89,71,82,77	4.124	future_time	Q27	s518	False
293.601	3.982	298.856	3.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	66,89,71,82	5.255	upps	Q35	s518	False
302.602	3.982	305.465	5.0	survey_medley	forward	Most of my life lies ahead of me.	66,89,71,82,77	2.863	future_time	Q25	s518	False
311.74	3.982	315.479	3.0	survey_medley	reverse	I am lazy.	66,89,71,82,77	3.739	brief	Q11	s518	False
321.353	3.982	326.594	3.0	survey_medley	forward	I refuse things that are bad for me.	66,89,71,82,77	5.241	brief	Q14	s518	False
330.967	3.982	333.129	5.0	survey_medley	forward	Many opportunities await me in the future.	66,89,71,82,77	2.162	future_time	Q22	s518	False
341.261	3.982	347.5	4.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	66,89,71,82,77	6.239	grit	Q05	s518	False
351.35	3.982	357.567	2.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	66,89,71,82	6.217	upps	Q34	s518	False
360.42	3.982	362.806	5.0	survey_medley	forward	My future seems infinite to me.	66,89,71,82,77	2.386	future_time	Q26	s518	False
