onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.019	2.287	2.287	5.306	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	2.287	to_hand	poldrack-single-stim	s641	False
5.308	0.1	0.513	5.821	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.513	to_board	poldrack-single-stim	s641	False
5.823	0.1	0.456	6.279	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.456	to_hand	poldrack-single-stim	s641	False
6.281	0.1	0.404	6.685	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.404	to_board	poldrack-single-stim	s641	False
6.687	0.1	0.428	7.115	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.428	to_hand	poldrack-single-stim	s641	False
7.117	0.1	0.344	7.461	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.344	to_board	poldrack-single-stim	s641	False
7.469	1.0	2.5	7.468	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s641	False
9.972	2.344	2.344	12.316	1	UA_with_intermediate	practice	ward_and_allport	89	1.0	2.344	to_hand	poldrack-single-stim	s641	False
12.317	0.1	0.274	12.591	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.274	to_board	poldrack-single-stim	s641	False
12.594	0.1	0.432	13.026	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.432	to_hand	poldrack-single-stim	s641	False
13.027	0.1	0.403	13.43	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.403	to_board	poldrack-single-stim	s641	False
13.43	0.1	0.366	13.796	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.366	to_hand	poldrack-single-stim	s641	False
13.798	0.1	0.369	14.167	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.369	to_board	poldrack-single-stim	s641	False
14.173	1.0	2.1	14.172	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s641	False
16.275	2.345	2.345	18.62	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	2.345	to_hand	poldrack-single-stim	s641	False
18.621	0.1	0.351	18.972	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.351	to_board	poldrack-single-stim	s641	False
18.974	0.1	1.057	20.031	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.057	to_hand	poldrack-single-stim	s641	False
20.031	0.1	0.393	20.424	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.393	to_board	poldrack-single-stim	s641	False
20.426	0.1	0.725	21.151	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.725	to_hand	poldrack-single-stim	s641	False
21.152	0.1	0.246	21.398	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.246	to_board	poldrack-single-stim	s641	False
21.405	1.0	2.2	21.404	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s641	False
23.608	2.196	2.196	25.804	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	2.196	to_hand	poldrack-single-stim	s641	False
25.805	0.1	0.29	26.095	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.29	to_board	poldrack-single-stim	s641	False
26.097	0.1	0.142	26.239	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.142	to_hand	poldrack-single-stim	s641	False
26.241	0.1	0.985	27.226	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.985	to_board	poldrack-single-stim	s641	False
27.228	0.1	0.097	27.325	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.097	to_hand	poldrack-single-stim	s641	False
27.326	0.1	0.449	27.775	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.449	to_board	poldrack-single-stim	s641	False
27.777	0.1	0.813	28.59	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.813	to_hand	poldrack-single-stim	s641	False
28.591	0.1	0.362	28.953	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.362	to_board	poldrack-single-stim	s641	False
28.956	0.1	1.366	30.322	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	1.366	to_hand	poldrack-single-stim	s641	False
30.323	0.1	0.213	30.536	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.213	to_board	poldrack-single-stim	s641	False
30.538	0.1	0.448	30.986	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	0.448	to_hand	poldrack-single-stim	s641	False
30.988	0.1	0.325	31.313	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.325	to_board	poldrack-single-stim	s641	False
31.315	0.1	0.381	31.696	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.381	to_hand	poldrack-single-stim	s641	False
31.697	0.1	0.3	31.997	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.3	to_board	poldrack-single-stim	s641	False
32.001	1.0	2.0	32.0	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s641	False
36.014	2.316	2.316	38.33	1	PA_without_intermediate	test	ward_and_allport	82	0.0	2.316	to_hand	poldrack-single-stim	s641	False
38.332	0.1	0.654	38.986	0	PA_without_intermediate	test	ward_and_allport	89	0.0	0.654	to_board	poldrack-single-stim	s641	False
38.988	0.1	1.024	40.012	0	PA_without_intermediate	test	ward_and_allport	82	0.0	1.024	to_hand	poldrack-single-stim	s641	False
40.014	0.1	0.293	40.307	0	PA_without_intermediate	test	ward_and_allport	71	0.0	0.293	to_board	poldrack-single-stim	s641	False
40.31	0.1	0.366	40.676	0	PA_without_intermediate	test	ward_and_allport	82	0.0	0.366	to_hand	poldrack-single-stim	s641	False
40.677	0.1	0.293	40.97	0	PA_without_intermediate	test	ward_and_allport	89	0.0	0.293	to_board	poldrack-single-stim	s641	False
40.977	1.0	3.088	40.976	0	PA_without_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s641	False
44.067	1.302	1.302	45.369	1	PA_with_intermediate	test	ward_and_allport	71	1.0	1.302	to_hand	poldrack-single-stim	s641	False
45.37	0.1	1.075	46.445	0	PA_with_intermediate	test	ward_and_allport	82	1.0	1.075	to_board	poldrack-single-stim	s641	False
46.448	0.1	0.356	46.804	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.356	to_hand	poldrack-single-stim	s641	False
46.805	0.1	0.311	47.116	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.311	to_board	poldrack-single-stim	s641	False
47.119	0.1	0.498	47.617	0	PA_with_intermediate	test	ward_and_allport	82	1.0	0.498	to_hand	poldrack-single-stim	s641	False
47.618	0.1	0.327	47.945	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.327	to_board	poldrack-single-stim	s641	False
47.95	1.0	2.0	47.949	0	PA_with_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s641	False
49.954	1.413	1.413	51.367	1	PA_without_intermediate	test	ward_and_allport	71	2.0	1.413	to_hand	poldrack-single-stim	s641	False
51.368	0.1	0.394	51.762	0	PA_without_intermediate	test	ward_and_allport	89	2.0	0.394	to_board	poldrack-single-stim	s641	False
51.765	0.1	0.365	52.13	0	PA_without_intermediate	test	ward_and_allport	71	2.0	0.365	to_hand	poldrack-single-stim	s641	False
52.131	0.1	0.304	52.435	0	PA_without_intermediate	test	ward_and_allport	89	2.0	0.304	to_board	poldrack-single-stim	s641	False
52.437	0.1	0.43	52.867	0	PA_without_intermediate	test	ward_and_allport	71	2.0	0.43	to_hand	poldrack-single-stim	s641	False
52.868	0.1	0.381	53.249	0	PA_without_intermediate	test	ward_and_allport	82	2.0	0.381	to_board	poldrack-single-stim	s641	False
