onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.014	2.984	2.984	5.998	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	2.984	to_hand	poldrack-single-stim	s633	False
6.0	0.1	0.6	6.6	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.6	to_board	poldrack-single-stim	s633	False
6.603	0.1	0.479	7.082	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.479	to_hand	poldrack-single-stim	s633	False
7.084	0.1	0.37	7.454	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.37	to_board	poldrack-single-stim	s633	False
7.456	0.1	0.448	7.904	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	0.448	to_hand	poldrack-single-stim	s633	False
7.905	0.1	0.389	8.294	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.389	to_board	poldrack-single-stim	s633	False
8.299	1.0	2.5	8.298	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s633	False
10.802	2.799	2.799	13.601	1	UA_with_intermediate	practice	ward_and_allport	71	1.0	2.799	to_hand	poldrack-single-stim	s633	False
13.602	0.1	2.101	15.703	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	2.101	to_board	poldrack-single-stim	s633	False
15.705	0.1	1.129	16.834	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	1.129	to_hand	poldrack-single-stim	s633	False
16.835	0.1	0.405	17.24	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.405	to_board	poldrack-single-stim	s633	False
17.242	0.1	0.453	17.695	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.453	to_hand	poldrack-single-stim	s633	False
17.697	0.1	0.692	18.389	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.692	to_board	poldrack-single-stim	s633	False
18.391	0.1	0.388	18.779	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.388	to_hand	poldrack-single-stim	s633	False
18.78	0.1	0.426	19.206	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	0.426	to_board	poldrack-single-stim	s633	False
19.21	1.0	2.1	19.209	0	UA_with_intermediate	practice	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s633	False
21.311	2.047	2.047	23.358	1	UA_without_intermediate	practice	ward_and_allport	82	2.0	2.047	to_hand	poldrack-single-stim	s633	False
23.36	0.1	0.324	23.684	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.324	to_board	poldrack-single-stim	s633	False
23.685	0.1	1.489	25.174	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	1.489	to_hand	poldrack-single-stim	s633	False
25.176	0.1	0.885	26.061	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.885	to_board	poldrack-single-stim	s633	False
26.064	0.1	0.486	26.55	0	UA_without_intermediate	practice	ward_and_allport	71	2.0	0.486	to_hand	poldrack-single-stim	s633	False
26.552	0.1	0.355	26.907	0	UA_without_intermediate	practice	ward_and_allport	89	2.0	0.355	to_board	poldrack-single-stim	s633	False
26.912	1.0	2.2	26.911	0	UA_without_intermediate	practice	ward_and_allport	-1	2.0	n/a	feedback	poldrack-single-stim	s633	False
29.115	2.155	2.155	31.27	1	UA_without_intermediate	practice	ward_and_allport	71	3.0	2.155	to_hand	poldrack-single-stim	s633	False
31.27	0.1	0.352	31.622	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.352	to_board	poldrack-single-stim	s633	False
31.625	0.1	1.266	32.891	0	UA_without_intermediate	practice	ward_and_allport	82	3.0	1.266	to_hand	poldrack-single-stim	s633	False
32.891	0.1	0.346	33.237	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.346	to_board	poldrack-single-stim	s633	False
33.24	0.1	0.28	33.52	0	UA_without_intermediate	practice	ward_and_allport	71	3.0	0.28	to_hand	poldrack-single-stim	s633	False
33.521	0.1	0.273	33.794	0	UA_without_intermediate	practice	ward_and_allport	89	3.0	0.273	to_board	poldrack-single-stim	s633	False
33.801	1.0	2.0	33.8	0	UA_without_intermediate	practice	ward_and_allport	-1	3.0	n/a	feedback	poldrack-single-stim	s633	False
37.809	6.614	6.614	44.423	1	PA_with_intermediate	test	ward_and_allport	82	0.0	6.614	to_hand	poldrack-single-stim	s633	False
44.425	0.1	0.343	44.768	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.343	to_board	poldrack-single-stim	s633	False
44.77	0.1	1.512	46.282	0	PA_with_intermediate	test	ward_and_allport	82	0.0	1.512	to_hand	poldrack-single-stim	s633	False
46.284	0.1	0.487	46.771	0	PA_with_intermediate	test	ward_and_allport	71	0.0	0.487	to_board	poldrack-single-stim	s633	False
46.772	0.1	0.578	47.35	0	PA_with_intermediate	test	ward_and_allport	89	0.0	0.578	to_hand	poldrack-single-stim	s633	False
47.352	0.1	0.917	48.269	0	PA_with_intermediate	test	ward_and_allport	82	0.0	0.917	to_board	poldrack-single-stim	s633	False
48.274	1.0	4.176	48.273	0	PA_with_intermediate	test	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s633	False
52.453	3.769	3.769	56.222	1	PA_with_intermediate	test	ward_and_allport	71	1.0	3.769	to_hand	poldrack-single-stim	s633	False
56.223	0.1	0.512	56.735	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.512	to_board	poldrack-single-stim	s633	False
56.738	0.1	0.565	57.303	0	PA_with_intermediate	test	ward_and_allport	71	1.0	0.565	to_hand	poldrack-single-stim	s633	False
57.305	0.1	0.566	57.871	0	PA_with_intermediate	test	ward_and_allport	82	1.0	0.566	to_board	poldrack-single-stim	s633	False
57.874	0.1	0.753	58.627	0	PA_with_intermediate	test	ward_and_allport	89	1.0	0.753	to_hand	poldrack-single-stim	s633	False
58.628	0.1	0.37	58.998	0	PA_with_intermediate	test	ward_and_allport	82	1.0	0.37	to_board	poldrack-single-stim	s633	False
59.005	1.0	3.36	59.004	0	PA_with_intermediate	test	ward_and_allport	-1	1.0	n/a	feedback	poldrack-single-stim	s633	False
62.367	3.056	3.056	65.423	1	PA_with_intermediate	test	ward_and_allport	89	2.0	3.056	to_hand	poldrack-single-stim	s633	False
65.425	0.1	0.352	65.777	0	PA_with_intermediate	test	ward_and_allport	71	2.0	0.352	to_board	poldrack-single-stim	s633	False
