onset	duration	movement_onset	coded_response	experiment_exp_id	item_coding	item_responses	item_text	possible_responses	response_time	survey	trial_type	worker_id	junk
1.009	3.982	6.057	2.0	survey_medley	reverse	66,89,71,82,77	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66,89,71,82,77	5.048	grit	Q06	s608	False
12.322	3.982	15.932	3.0	survey_medley	reverse	66,89,71,82,77	New ideas and projects sometimes distract me from previous ones.	66,89,71,82,77	3.61	grit	Q01	s608	False
21.936	3.982	25.323	4.0	survey_medley	reverse	66,89,71,82,77	I do certain things that are bad for me, if they are fun.	66,89,71,82,77	3.387	brief	Q13	s608	False
31.142	3.982	35.27	4.0	survey_medley	forward	66,89,71,82,77	I am good at resisting temptation.	66,89,71,82,77	4.128	brief	Q09	s608	False
40.688	3.982	43.446	4.0	survey_medley	reverse	66,89,71,82,77	I often act without thinking through all the alternatives.	66,89,71,82,77	2.758	brief	Q21	s608	False
50.165	3.982	51.855	3.0	survey_medley	forward	66,89,71,82,77	I am a hard worker.	66,89,71,82,77	1.69	grit	Q04	s608	False
59.372	3.982	62.174	5.0	survey_medley	forward	66,89,71,82,77	There is plenty of time left in my life to make new plans.	66,89,71,82,77	2.802	future_time	Q28	s608	False
69.462	3.982	71.895	5.0	survey_medley	reverse	66,89,71,82,77	I have the sense that time is running out.	66,89,71,82,77	2.433	future_time	Q29	s608	False
80.37	3.982	83.658	3.0	survey_medley	reverse	66,89,71,82,77	I have a hard time breaking bad habits.	66,89,71,82,77	3.288	brief	Q10	s608	False
90.26	3.982	94.232	1.0	survey_medley	forward	66,89	Do you sometimes like doing things that are a bit frightening?	66,89,71,82,77	3.972	impulsive_venture	Q39	s608	False
99.398	3.982	101.329	3.0	survey_medley	forward	66,89,71,82,77	I finish whatever I begin.	66,89,71,82,77	1.931	grit	Q07	s608	False
109.764	3.982	113.694	2.0	survey_medley	forward	66,89,71,82,77	Setbacks don't discourage me.	66,89,71,82,77	3.93	grit	Q02	s608	False
