onset	duration	block_duration	movement_onset	planning	condition	exp_stage	experiment_exp_id	key_press	problem_id	response_time	trial_id	trial_type	worker_id	junk
3.008	4.225	4.225	7.233	1	UA_with_intermediate	practice	ward_and_allport	71	0.0	4.225	to_hand	poldrack-single-stim	s567	False
7.234	0.1	1.364	8.598	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.364	to_board	poldrack-single-stim	s567	False
8.601	0.1	0.854	9.455	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.854	to_hand	poldrack-single-stim	s567	False
9.456	0.1	0.539	9.995	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.539	to_board	poldrack-single-stim	s567	False
9.996	0.1	1.264	11.26	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	1.264	to_hand	poldrack-single-stim	s567	False
11.261	0.1	1.114	12.375	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	1.114	to_board	poldrack-single-stim	s567	False
12.377	0.1	0.527	12.904	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.527	to_hand	poldrack-single-stim	s567	False
12.905	0.1	1.175	14.08	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.175	to_board	poldrack-single-stim	s567	False
14.082	0.1	0.911	14.993	0	UA_with_intermediate	practice	ward_and_allport	71	0.0	0.911	to_hand	poldrack-single-stim	s567	False
14.994	0.1	0.541	15.535	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.541	to_board	poldrack-single-stim	s567	False
15.536	0.1	1.383	16.919	0	UA_with_intermediate	practice	ward_and_allport	82	0.0	1.383	to_hand	poldrack-single-stim	s567	False
16.92	0.1	0.581	17.501	0	UA_with_intermediate	practice	ward_and_allport	89	0.0	0.581	to_board	poldrack-single-stim	s567	False
17.505	1.0	2.5	17.504	0	UA_with_intermediate	practice	ward_and_allport	-1	0.0	n/a	feedback	poldrack-single-stim	s567	False
20.007	3.669	3.669	23.676	1	UA_with_intermediate	practice	ward_and_allport	71	1.0	3.669	to_hand	poldrack-single-stim	s567	False
23.677	0.1	1.917	25.594	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	1.917	to_board	poldrack-single-stim	s567	False
25.595	0.1	1.159	26.754	0	UA_with_intermediate	practice	ward_and_allport	89	1.0	1.159	to_hand	poldrack-single-stim	s567	False
26.756	0.1	0.84	27.596	0	UA_with_intermediate	practice	ward_and_allport	82	1.0	0.84	to_board	poldrack-single-stim	s567	False
27.598	0.1	0.796	28.394	0	UA_with_intermediate	practice	ward_and_allport	71	1.0	0.796	to_hand	poldrack-single-stim	s567	False
